# BUSCO version is: 3.1.0 
# The lineage dataset is: arthropoda_odb9 (Creation date: 2017-02-07, number of species: 60, number of BUSCOs: 1066)
# To reproduce this run: python /usr/bin/run_BUSCO.py -i /cl_tmp/hahnc/Oribatid/transcriptomes/GCA_003956705.1_VIB_BreviYothersi_1.0_genomic.fna -o B_yothersi.B_yothersi.GCA_003956705.1_VIB_BreviYothersi_1.0 -l /usr/people/EDVZ/hahnc/BUSCOS/arthropoda_odb9/ -m genome -c 8 --long -sp fly --augustus_parameters '--progress=true'
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG090X03GO	Complete	QZCP01000490.1	174634	182038	783.3	693
EOG090X03H5	Complete	QZCP01000159.1	20464	30959	314.1	276
EOG090X03I5	Complete	QZCP01000035.1	190122	197909	434.2	448
EOG090X03JL	Complete	QZCP01000690.1	148213	151596	482.5	347
EOG090X03K5	Complete	QZCP01000001.1	236844	239372	486.8	309
EOG090X03KG	Complete	QZCP01000135.1	300694	308598	181.5	321
EOG090X03KK	Complete	QZCP01000334.1	400304	408300	438.0	373
EOG090X03KZ	Complete	QZCP01000601.1	203714	205381	185.6	325
EOG090X03LH	Complete	QZCP01000011.1	113988	118193	506.3	310
EOG090X03M6	Complete	QZCP01000224.1	268421	272545	775.5	459
EOG090X03NS	Complete	QZCP01000121.1	27697	29710	397.8	283
EOG090X03O4	Duplicated	QZCP01000368.1	242624	244839	843.0	421
EOG090X03O4	Duplicated	QZCP01000448.1	806	5035	835.6	415
EOG090X03P9	Missing
EOG090X03QA	Complete	QZCP01000778.1	309005	314174	605.6	451
EOG090X03QF	Complete	QZCP01000054.1	105050	106709	366.9	331
EOG090X03QT	Complete	QZCP01000053.1	46356	55320	626.9	457
EOG090X03QW	Complete	QZCP01000576.1	13362	16217	629.1	380
EOG090X03R5	Fragmented	QZCP01000145.1	95788	100178	354.6	258
EOG090X03RD	Complete	QZCP01000114.1	30394	31907	571.8	395
EOG090X03RJ	Complete	QZCP01000423.1	34623	37664	616.3	406
EOG090X03RP	Complete	QZCP01000079.1	90126	93299	581.8	316
EOG090X03S1	Complete	QZCP01000247.1	32502	34040	733.6	433
EOG090X03SL	Complete	QZCP01000446.1	154228	161942	691.8	447
EOG090X03ST	Complete	QZCP01000208.1	33454	42197	159.0	181
EOG090X03SX	Complete	QZCP01000146.1	106637	108987	281.4	349
EOG090X03T7	Complete	QZCP01000823.1	49053	50784	224.2	241
EOG090X03TK	Complete	QZCP01000246.1	228876	235297	628.5	362
EOG090X03TW	Complete	QZCP01000103.1	61832	63277	239.2	335
EOG090X03TX	Complete	QZCP01000065.1	86019	90728	425.6	434
EOG090X03U0	Complete	QZCP01000003.1	82017	84347	864.0	476
EOG090X03UT	Complete	QZCP01000062.1	103995	109584	648.3	391
EOG090X03V0	Complete	QZCP01000041.1	52288	59948	665.1	493
EOG090X03VW	Complete	QZCP01000723.1	102711	104474	896.1	461
EOG090X03WO	Complete	QZCP01000060.1	141005	142349	391.8	271
EOG090X03YC	Complete	QZCP01000025.1	14364	20967	131.1	185
EOG090X03YJ	Complete	QZCP01000352.1	33504	45535	384.0	351
EOG090X03YR	Complete	QZCP01000025.1	67615	74206	210.4	236
EOG090X03ZI	Complete	QZCP01000168.1	210025	215906	730.3	434
EOG090X0424	Missing
EOG090X0431	Complete	QZCP01000108.1	75588	78683	293.3	225
EOG090X0438	Complete	QZCP01000001.1	571814	573592	540.5	383
EOG090X0439	Missing
EOG090X043F	Complete	QZCP01000064.1	129918	134859	371.5	364
EOG090X043H	Complete	QZCP01000146.1	76756	84978	205.5	460
EOG090X044C	Complete	QZCP01000320.1	15121	21404	393.6	469
EOG090X0464	Missing
EOG090X047B	Complete	QZCP01000839.1	150902	155142	533.6	385
EOG090X047D	Complete	QZCP01000112.1	678833	689907	267.5	399
EOG090X0484	Complete	QZCP01000108.1	105862	115456	290.3	219
EOG090X0489	Complete	QZCP01000423.1	229349	231310	683.4	440
EOG090X048D	Complete	QZCP01000135.1	65194	71491	407.8	309
EOG090X0491	Complete	QZCP01000257.1	274185	276059	544.6	376
EOG090X049L	Complete	QZCP01000357.1	134055	141750	540.4	562
EOG090X049M	Complete	QZCP01000301.1	178994	186646	419.5	585
EOG090X04A7	Complete	QZCP01000061.1	75902	87644	656.8	491
EOG090X04AR	Complete	QZCP01000296.1	2246	9889	514.3	303
EOG090X04CK	Complete	QZCP01000302.1	46632	51961	382.4	391
EOG090X04D9	Complete	QZCP01000457.1	90120	100384	167.6	291
EOG090X04DJ	Complete	QZCP01000306.1	40330	49794	379.7	250
EOG090X04DO	Complete	QZCP01000539.1	33722	36086	743.3	379
EOG090X04EN	Complete	QZCP01000032.1	94741	98260	473.8	467
EOG090X04F1	Complete	QZCP01000110.1	23655	31537	280.2	435
EOG090X04G3	Complete	QZCP01000083.1	41689	50332	141.7	224
EOG090X04G6	Complete	QZCP01000501.1	176354	184138	669.9	393
EOG090X04G7	Complete	QZCP01000131.1	38969	44664	356.8	402
EOG090X04G9	Complete	QZCP01000233.1	35352	44586	102.4	171
EOG090X04HR	Complete	QZCP01000067.1	75712	85336	542.8	365
EOG090X04HX	Complete	QZCP01000701.1	150731	161885	671.1	474
EOG090X04IO	Missing
EOG090X04JL	Complete	QZCP01000152.1	37067	43141	186.8	298
EOG090X04K8	Complete	QZCP01000778.1	210136	218770	473.9	367
EOG090X04KD	Complete	QZCP01000197.1	7566	19047	474.7	309
EOG090X04KW	Complete	QZCP01000668.1	140205	148889	332.5	241
EOG090X04L0	Complete	QZCP01000379.1	75521	77102	61.9	163
EOG090X04L5	Duplicated	QZCP01000001.1	167292	170580	405.6	264
EOG090X04L5	Duplicated	QZCP01000235.1	177115	182855	382.8	265
EOG090X04LA	Complete	QZCP01000047.1	3652	10155	604.7	427
EOG090X04LH	Complete	QZCP01000590.1	191881	195439	372.2	413
EOG090X04MD	Complete	QZCP01000079.1	152237	154221	290.3	333
EOG090X04NF	Complete	QZCP01000778.1	225250	236040	444.7	421
EOG090X04NQ	Complete	QZCP01000076.1	14578	17416	572.8	341
EOG090X04O4	Complete	QZCP01000333.1	18437	24753	446.4	373
EOG090X04OZ	Complete	QZCP01000556.1	12660	18071	686.1	368
EOG090X04PU	Complete	QZCP01000623.1	185569	191253	652.0	374
EOG090X04TT	Complete	QZCP01000160.1	17736	23564	427.0	323
EOG090X04TU	Complete	QZCP01000013.1	302830	309482	454.1	314
EOG090X04U5	Complete	QZCP01000112.1	468226	474440	635.6	449
EOG090X04UC	Complete	QZCP01000268.1	65216	70340	142.2	118
EOG090X04UV	Complete	QZCP01000104.1	66084	67925	498.2	373
EOG090X04VI	Complete	QZCP01000112.1	149722	156070	565.6	384
EOG090X04W0	Complete	QZCP01000004.1	160644	166352	161.1	177
EOG090X04WQ	Complete	QZCP01000090.1	81409	83835	458.3	583
EOG090X04WU	Complete	QZCP01000203.1	61982	65791	554.6	378
EOG090X04X8	Duplicated	QZCP01000055.1	124254	132929	215.5	375
EOG090X04X8	Duplicated	QZCP01000106.1	35416	37333	215.2	370
EOG090X04XE	Complete	QZCP01000146.1	162236	164812	462.4	359
EOG090X04Y3	Complete	QZCP01000048.1	201857	210107	526.1	349
EOG090X04YD	Complete	QZCP01000124.1	259954	264011	238.5	355
EOG090X04Z1	Complete	QZCP01000556.1	278400	283756	366.4	247
EOG090X04Z9	Complete	QZCP01000179.1	159778	166858	428.4	397
EOG090X04ZD	Complete	QZCP01000002.1	85575	90294	304.0	267
EOG090X0508	Complete	QZCP01000090.1	90930	96436	288.4	241
EOG090X050I	Complete	QZCP01000778.1	468203	470101	278.7	198
EOG090X0511	Complete	QZCP01000243.1	49342	55519	105.6	64
EOG090X0515	Complete	QZCP01000357.1	127243	133001	431.4	308
EOG090X051L	Complete	QZCP01000058.1	152711	158197	590.0	428
EOG090X051P	Complete	QZCP01000190.1	71611	75757	425.5	319
EOG090X054E	Complete	QZCP01000351.1	29971	39058	235.2	212
EOG090X055U	Complete	QZCP01000046.1	19200	25207	557.0	329
EOG090X057R	Complete	QZCP01000121.1	37910	39425	348.0	294
EOG090X058A	Complete	QZCP01000098.1	75422	82101	180.5	189
EOG090X058P	Complete	QZCP01000003.1	75188	80771	383.5	222
EOG090X059J	Complete	QZCP01000120.1	131958	141743	544.8	738
EOG090X05AC	Complete	QZCP01000079.1	311293	322549	372.7	319
EOG090X05AE	Complete	QZCP01000556.1	45422	49200	560.0	397
EOG090X05CB	Complete	QZCP01000579.1	124312	128131	525.6	332
EOG090X05CU	Missing
EOG090X05CZ	Complete	QZCP01000290.1	205220	207717	412.1	243
EOG090X05E1	Complete	QZCP01000839.1	17966	25273	374.6	339
EOG090X05E6	Complete	QZCP01000020.1	117514	123286	551.5	454
EOG090X05EE	Complete	QZCP01000468.1	61175	62887	560.9	366
EOG090X05GA	Complete	QZCP01000011.1	120960	124034	420.7	350
EOG090X05H4	Complete	QZCP01000556.1	241319	248359	467.8	264
EOG090X05H5	Complete	QZCP01000245.1	62265	67630	187.5	128
EOG090X05J1	Complete	QZCP01000835.1	61853	70367	501.4	263
EOG090X05JJ	Complete	QZCP01000401.1	129833	136745	239.2	254
EOG090X05JX	Complete	QZCP01000195.1	72254	74105	461.5	362
EOG090X05KU	Complete	QZCP01000013.1	338477	341907	510.3	297
EOG090X05LM	Complete	QZCP01000089.1	52380	53492	629.0	320
EOG090X05NC	Complete	QZCP01000314.1	28700	31188	526.3	342
EOG090X05NI	Duplicated	QZCP01000314.1	33613	48239	267.8	223
EOG090X05NI	Duplicated	QZCP01000367.1	19383	25939	283.1	220
EOG090X05NZ	Complete	QZCP01000012.1	70386	76760	253.1	250
EOG090X05OW	Complete	QZCP01000135.1	209516	216587	399.8	388
EOG090X05Q1	Complete	QZCP01000160.1	35230	36864	176.6	281
EOG090X05QS	Complete	QZCP01000001.1	543252	549023	343.0	259
EOG090X05QT	Complete	QZCP01000219.1	1346	6205	307.8	286
EOG090X05RK	Complete	QZCP01000310.1	12222	13866	318.9	286
EOG090X05RM	Complete	QZCP01000723.1	189808	192217	742.3	580
EOG090X05RX	Complete	QZCP01000041.1	20621	30399	534.0	308
EOG090X05S8	Missing
EOG090X05SW	Complete	QZCP01000102.1	86461	97970	239.9	264
EOG090X05T8	Complete	QZCP01000259.1	26266	32545	580.5	360
EOG090X05UC	Complete	QZCP01000556.1	52184	60971	408.3	314
EOG090X05V1	Complete	QZCP01000063.1	60831	64367	188.6	211
EOG090X05V9	Complete	QZCP01000102.1	30159	32065	369.7	325
EOG090X05VA	Complete	QZCP01000052.1	187353	193947	352.2	276
EOG090X05VD	Complete	QZCP01000190.1	158146	160177	471.2	389
EOG090X05X4	Complete	QZCP01000445.1	129457	132820	378.4	305
EOG090X05X9	Complete	QZCP01000115.1	70790	73790	207.7	253
EOG090X05XL	Complete	QZCP01000366.1	11284	14948	195.1	309
EOG090X05Z0	Complete	QZCP01000257.1	229826	235873	406.8	328
EOG090X05ZS	Complete	QZCP01000004.1	77900	84165	566.2	364
EOG090X060Z	Complete	QZCP01000679.1	131038	142202	458.1	238
EOG090X0615	Missing
EOG090X064W	Complete	QZCP01000279.1	146393	152223	530.2	395
EOG090X0662	Complete	QZCP01000290.1	166447	167782	514.3	307
EOG090X0665	Complete	QZCP01000490.1	51575	54118	511.5	395
EOG090X067V	Complete	QZCP01000182.1	51529	53367	470.8	283
EOG090X0687	Complete	QZCP01000667.1	199489	210193	256.4	240
EOG090X0689	Complete	QZCP01000050.1	132	1948	302.6	304
EOG090X069C	Missing
EOG090X069M	Complete	QZCP01000412.1	230638	231957	461.9	352
EOG090X06A5	Complete	QZCP01000336.1	29263	33522	427.9	321
EOG090X06AF	Complete	QZCP01000046.1	278525	283044	278.7	249
EOG090X06BA	Complete	QZCP01000030.1	31422	38986	211.3	223
EOG090X06CC	Complete	QZCP01000140.1	127578	130871	316.8	240
EOG090X06E3	Complete	QZCP01000483.1	18981	20156	309.5	290
EOG090X06E6	Complete	QZCP01000568.1	118572	122789	286.4	392
EOG090X06EY	Complete	QZCP01000068.1	322384	324051	583.5	391
EOG090X06GA	Duplicated	QZCP01000242.1	59310	63707	488.5	302
EOG090X06GA	Duplicated	QZCP01000259.1	30822	33222	530.6	303
EOG090X06GX	Complete	QZCP01000108.1	78687	83010	431.3	323
EOG090X06H8	Fragmented	QZCP01000058.1	140293	145808	128.7	127
EOG090X06HD	Complete	QZCP01000279.1	207390	218890	229.6	239
EOG090X06IH	Complete	QZCP01000453.1	25872	27353	519.8	298
EOG090X06IP	Complete	QZCP01000389.1	33665	40440	186.3	163
EOG090X06J2	Complete	QZCP01000556.1	445069	456240	368.7	283
EOG090X06JG	Complete	QZCP01000778.1	391026	393536	580.3	306
EOG090X06K5	Complete	QZCP01000020.1	3574	7934	473.4	290
EOG090X06K9	Complete	QZCP01000124.1	30672	37731	568.5	333
EOG090X06KU	Complete	QZCP01000063.1	50583	56411	259.6	215
EOG090X06MA	Missing
EOG090X06NC	Complete	QZCP01000146.1	36714	44206	328.0	274
EOG090X06NK	Complete	QZCP01000778.1	322875	324744	311.6	254
EOG090X06OK	Complete	QZCP01000054.1	82597	89407	239.9	300
EOG090X06Q2	Complete	QZCP01000135.1	144502	151482	322.7	178
EOG090X06Q3	Complete	QZCP01000221.1	20718	30449	252.8	212
EOG090X06RJ	Complete	QZCP01000634.1	27507	35831	283.5	257
EOG090X06RW	Complete	QZCP01000667.1	458573	460187	412.4	298
EOG090X06SF	Complete	QZCP01000512.1	215953	218976	142.3	316
EOG090X06SH	Complete	QZCP01000027.1	37878	38864	328.3	291
EOG090X06SP	Complete	QZCP01000778.1	320370	331324	276.3	332
EOG090X06T3	Complete	QZCP01000067.1	45796	46956	144.4	210
EOG090X06TI	Complete	QZCP01000021.1	50290	51680	107.0	197
EOG090X06TJ	Complete	QZCP01000139.1	69661	79968	372.4	236
EOG090X06TU	Complete	QZCP01000002.1	114163	115764	392.9	324
EOG090X06UY	Complete	QZCP01000035.1	114207	116283	524.9	316
EOG090X06V5	Complete	QZCP01000690.1	17710	18153	143.3	114
EOG090X06VP	Complete	QZCP01000046.1	300438	302627	284.9	274
EOG090X06W8	Complete	QZCP01000656.1	2009	6831	435.7	270
EOG090X06W9	Complete	QZCP01000173.1	68204	74075	223.0	219
EOG090X06XN	Complete	QZCP01000112.1	132162	143095	619.0	424
EOG090X06XP	Missing
EOG090X06XW	Complete	QZCP01000114.1	117220	125153	413.9	243
EOG090X06Y8	Complete	QZCP01000211.1	6957	10260	549.8	317
EOG090X06YP	Complete	QZCP01000446.1	159073	164536	377.0	374
EOG090X0702	Complete	QZCP01000415.1	14366	22470	166.9	175
EOG090X0719	Missing
EOG090X071P	Complete	QZCP01000048.1	202811	203914	129.3	306
EOG090X072H	Complete	QZCP01000232.1	62727	67068	424.7	247
EOG090X072S	Complete	QZCP01000073.1	30621	31905	178.1	226
EOG090X073E	Complete	QZCP01000734.1	187564	189674	528.2	289
EOG090X073W	Complete	QZCP01000525.1	10172	17652	165.2	262
EOG090X0755	Complete	QZCP01000018.1	39342	43090	150.4	229
EOG090X076M	Complete	QZCP01000120.1	170533	176934	433.9	278
EOG090X076S	Complete	QZCP01000124.1	302691	309150	422.0	295
