# BUSCO version is: 3.1.0 
# The lineage dataset is: arthropoda_odb9 (Creation date: 2017-02-07, number of species: 60, number of BUSCOs: 1066)
# To reproduce this run: python /usr/bin/run_BUSCO.py -i /cl_tmp/hahnc/Oribatid/transcriptomes/GCF_000239435.1_ASM23943v1_genomic.fna -o T_urticae.T_urticae.GCF_000239435.1_ASM23943v1 -l /usr/people/EDVZ/hahnc/BUSCOS/arthropoda_odb9/ -m genome -c 8 --long -sp fly --augustus_parameters '--progress=true'
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG090X01A3	Complete	NW_015449930.1	4896920	4899570	899.8	615
EOG090X01AN	Complete	NW_015449955.1	123224	132602	524.0	424
EOG090X01B4	Complete	NW_015449931.1	3099519	3103436	1192.0	679
EOG090X01BP	Complete	NW_015449965.1	235358	242392	221.3	233
EOG090X01BU	Complete	NW_015449933.1	806945	810508	682.3	660
EOG090X01EL	Complete	NW_015449941.1	1065436	1067234	871.6	494
EOG090X01EZ	Complete	NW_015449938.1	2826847	2829970	1112.0	643
EOG090X01F7	Duplicated	NW_015449933.1	1944499	1954569	467.3	552
EOG090X01F7	Duplicated	NW_015449933.1	1958400	1963283	479.1	565
EOG090X01FD	Complete	NW_015449938.1	866527	873933	742.3	738
EOG090X01FO	Complete	NW_015449953.1	91326	98018	1382.2	739
EOG090X01G2	Complete	NW_015449933.1	2961988	2966112	952.7	608
EOG090X01H4	Complete	NW_015449939.1	1752723	1755343	376.5	526
EOG090X01HT	Complete	NW_015449933.1	2079266	2085960	872.9	521
EOG090X01LO	Complete	NW_015449932.1	4155428	4170497	467.4	266
EOG090X01LQ	Complete	NW_015449938.1	58347	64550	261.8	204
EOG090X01LU	Complete	NW_015449963.1	488323	492537	1237.1	603
EOG090X01LY	Complete	NW_015449935.1	3327196	3330090	656.9	465
EOG090X01MR	Complete	NW_015449945.1	1297186	1300019	463.4	598
EOG090X01NK	Complete	NW_015449932.1	4630804	4634911	976.0	669
EOG090X01NX	Complete	NW_015449939.1	1619536	1627919	1224.6	675
EOG090X01OH	Complete	NW_015449934.1	2479723	2486971	414.7	247
EOG090X01OT	Complete	NW_015449933.1	2950170	2960824	439.7	271
EOG090X01QS	Complete	NW_015449930.1	1117823	1123038	534.7	337
EOG090X01QX	Complete	NW_015449931.1	4501696	4503968	68.1	90
EOG090X01R0	Complete	NW_015449941.1	2248772	2262667	584.0	359
EOG090X01R1	Complete	NW_015449935.1	3172035	3176187	968.1	581
EOG090X01SN	Complete	NW_015449955.1	1001250	1006819	768.4	548
EOG090X01U4	Complete	NW_015449943.1	974220	982269	878.4	582
EOG090X01UE	Complete	NW_015449954.1	955740	959248	946.2	566
EOG090X01UY	Complete	NW_015449947.1	802964	807574	916.5	593
EOG090X01V1	Complete	NW_015449957.1	1013779	1019652	920.6	569
EOG090X01W2	Complete	NW_015449952.1	826629	830013	663.0	403
EOG090X01XB	Complete	NW_015449958.1	355461	361877	258.8	255
EOG090X01YQ	Complete	NW_015449940.1	1141022	1150179	837.4	590
EOG090X0205	Complete	NW_015449960.1	158368	165369	657.8	411
EOG090X020Y	Complete	NW_015450070.1	1276	8665	226.2	137
EOG090X020Z	Complete	NW_015449930.1	6573563	6580499	315.4	256
EOG090X021B	Duplicated	NW_015449933.1	2676679	2678424	328.6	352
EOG090X021B	Duplicated	NW_015449933.1	2682115	2683757	330.5	356
EOG090X023B	Complete	NW_015449937.1	195404	200853	561.1	528
EOG090X024P	Complete	NW_015449957.1	1018950	1023970	833.4	646
EOG090X0266	Fragmented	NW_015449930.1	7049466	7050368	150.5	244
EOG090X0267	Complete	NW_015449946.1	781276	788818	592.3	624
EOG090X026K	Complete	NW_015449936.1	1224412	1231133	934.9	594
EOG090X026V	Complete	NW_015449944.1	709983	714640	149.8	264
EOG090X0272	Complete	NW_015449932.1	344200	349947	562.7	445
EOG090X0279	Complete	NW_015449930.1	1155387	1170454	924.4	516
EOG090X027A	Complete	NW_015449956.1	693767	697160	660.7	570
EOG090X027R	Complete	NW_015449947.1	1641872	1646742	927.8	554
EOG090X027U	Complete	NW_015449933.1	3010226	3018532	357.7	426
EOG090X0289	Complete	NW_015449930.1	5234405	5243575	475.4	543
EOG090X028A	Complete	NW_015449930.1	5148104	5154779	519.2	486
EOG090X028B	Complete	NW_015449934.1	3245906	3252536	300.7	382
EOG090X028J	Complete	NW_015449931.1	3264717	3270182	372.2	351
EOG090X0294	Complete	NW_015449952.1	646380	651729	1086.5	632
EOG090X0296	Complete	NW_015449954.1	226782	233485	874.8	513
EOG090X02BU	Complete	NW_015449937.1	3350640	3357973	765.3	516
EOG090X02BW	Complete	NW_015449930.1	3937008	3944739	657.9	555
EOG090X02C6	Complete	NW_015449942.1	79064	83929	653.8	490
EOG090X02CC	Complete	NW_015449947.1	1418831	1423409	854.6	618
EOG090X02D0	Complete	NW_015449955.1	852102	853769	106.2	162
EOG090X02DA	Complete	NW_015449931.1	6115674	6123506	201.9	217
EOG090X02DF	Complete	NW_015449944.1	1408189	1411575	986.5	491
EOG090X02DX	Complete	NW_015449942.1	31442	38666	588.0	375
EOG090X02DZ	Complete	NW_015449945.1	835964	849875	1148.2	1315
EOG090X02EM	Complete	NW_015449952.1	741354	744242	581.1	545
EOG090X02EP	Complete	NW_015449930.1	3252992	3259175	664.9	387
EOG090X02FO	Complete	NW_015449937.1	1255604	1262673	754.3	378
EOG090X02G1	Complete	NW_015449933.1	2574362	2576692	771.5	597
EOG090X02H3	Complete	NW_015449937.1	2371569	2375460	183.3	222
EOG090X02H9	Complete	NW_015449961.1	814154	821836	776.3	717
EOG090X02HV	Complete	NW_015449938.1	2254607	2257667	640.2	636
EOG090X02I4	Complete	NW_015449937.1	2337335	2343791	758.3	462
EOG090X02IK	Complete	NW_015449933.1	2973646	2982514	482.4	358
EOG090X02IW	Complete	NW_015449930.1	6558649	6562170	304.3	230
EOG090X02IY	Complete	NW_015449966.1	511139	514919	427.9	401
EOG090X02J8	Missing
EOG090X02LG	Missing
EOG090X02LQ	Complete	NW_015449947.1	733855	739176	757.6	556
EOG090X02LT	Missing
EOG090X02MG	Complete	NW_015449930.1	2501487	2504052	468.9	406
EOG090X02MW	Complete	NW_015449933.1	2660855	2662499	308.9	344
EOG090X02NT	Complete	NW_015449931.1	2804075	2809453	628.5	404
EOG090X02PU	Complete	NW_015449961.1	460528	464929	848.2	536
EOG090X02QS	Complete	NW_015449938.1	744805	751032	787.3	489
EOG090X02QX	Complete	NW_015449931.1	1027627	1031390	809.6	513
EOG090X02RM	Complete	NW_015449930.1	4609821	4611387	313.3	309
EOG090X02RQ	Complete	NW_015449931.1	366657	371987	803.3	456
EOG090X02S0	Missing
EOG090X02SD	Complete	NW_015449932.1	1079298	1089992	395.6	480
EOG090X02SJ	Complete	NW_015449963.1	166297	172028	571.6	632
EOG090X02T5	Complete	NW_015449966.1	36633	52473	729.8	368
EOG090X02VY	Complete	NW_015449952.1	538553	541321	657.6	629
EOG090X02WG	Complete	NW_015449948.1	744728	754448	795.5	674
EOG090X02Z1	Complete	NW_015449930.1	4916980	4919671	818.9	617
EOG090X02ZJ	Complete	NW_015449936.1	1279117	1287177	344.9	252
EOG090X0302	Complete	NW_015449930.1	1317720	1323490	497.0	302
EOG090X030C	Complete	NW_015449935.1	3318628	3321473	703.6	563
EOG090X030S	Complete	NW_015449956.1	963618	972856	909.5	554
EOG090X0318	Complete	NW_015449934.1	3457818	3460251	506.8	416
EOG090X031T	Complete	NW_015449931.1	4719936	4722773	539.4	374
EOG090X0324	Complete	NW_015449938.1	1431904	1441838	473.8	418
EOG090X032C	Complete	NW_015449930.1	6644665	6648455	688.5	425
EOG090X032R	Complete	NW_015449961.1	456873	460385	645.2	437
EOG090X033I	Complete	NW_015449947.1	110089	115947	827.8	481
EOG090X033O	Missing
EOG090X0363	Complete	NW_015449931.1	3212128	3217899	753.1	491
EOG090X0364	Complete	NW_015449933.1	2101924	2106330	580.2	390
EOG090X036X	Duplicated	NW_015449948.1	406766	411966	501.8	476
EOG090X036X	Duplicated	NW_015449948.1	412354	425828	431.4	419
EOG090X037B	Complete	NW_015449942.1	712532	720159	284.1	308
EOG090X037N	Complete	NW_015449933.1	597413	607404	560.9	431
EOG090X0398	Complete	NW_015449930.1	6688472	6695829	248.1	172
EOG090X03A4	Complete	NW_015449938.1	1460856	1462076	449.6	355
EOG090X03AJ	Complete	NW_015449961.1	308034	311711	567.0	444
EOG090X03AK	Complete	NW_015449936.1	110205	116685	532.9	349
EOG090X03B0	Complete	NW_015449938.1	341882	347665	655.6	362
EOG090X03B7	Complete	NW_015449937.1	1815563	1823937	719.0	529
EOG090X03CE	Complete	NW_015449931.1	2805471	2814345	513.3	381
EOG090X03DA	Complete	NW_015449930.1	2741505	2746627	924.0	445
EOG090X03DI	Complete	NW_015449937.1	3434349	3439654	792.0	655
EOG090X03EV	Complete	NW_015449939.1	1909931	1919912	385.1	296
EOG090X03FQ	Complete	NW_015449931.1	5195740	5199496	343.8	439
EOG090X03G1	Complete	NW_015449952.1	436186	439391	616.0	418
EOG090X03G5	Complete	NW_015449961.1	694752	697632	341.7	263
EOG090X03GO	Complete	NW_015449930.1	4903515	4911657	642.4	545
EOG090X03H5	Complete	NW_015449958.1	725716	734035	423.3	340
EOG090X03I5	Complete	NW_015449938.1	775785	778828	474.2	433
EOG090X03JL	Complete	NW_015449955.1	603774	607375	693.7	477
EOG090X03K5	Complete	NW_015449932.1	2680600	2685856	500.8	308
EOG090X03KG	Complete	NW_015449947.1	652882	656864	285.7	357
EOG090X03KK	Complete	NW_015449949.1	726098	729992	435.5	375
EOG090X03KZ	Complete	NW_015449953.1	800349	801962	230.2	339
EOG090X03LH	Complete	NW_015449941.1	2249738	2256513	502.0	307
EOG090X03M6	Complete	NW_015449940.1	1498809	1500586	812.0	459
EOG090X03NS	Complete	NW_015449931.1	3898549	3899598	490.7	286
EOG090X03O4	Complete	NW_015449941.1	2210785	2214869	836.0	415
EOG090X03P9	Fragmented	NW_015449931.1	2003305	2004222	240.1	251
EOG090X03QA	Complete	NW_015449956.1	1090352	1095511	648.6	453
EOG090X03QF	Complete	NW_015449933.1	4328568	4334333	390.4	332
EOG090X03QT	Complete	NW_015449945.1	1550356	1555937	777.8	513
EOG090X03QW	Complete	NW_015449936.1	905398	912234	658.2	380
EOG090X03R5	Complete	NW_015449956.1	132210	136343	782.9	460
EOG090X03RD	Complete	NW_015449939.1	1257071	1258576	673.1	389
EOG090X03RJ	Complete	NW_015449939.1	2249509	2253223	626.9	406
EOG090X03RP	Complete	NW_015449957.1	762096	768244	578.0	316
EOG090X03S1	Complete	NW_015449936.1	3201744	3205490	724.7	432
EOG090X03SL	Complete	NW_015449935.1	3683353	3692753	362.0	273
EOG090X03ST	Complete	NW_015449936.1	728320	731088	468.8	408
EOG090X03SX	Complete	NW_015449934.1	743108	745603	480.8	505
EOG090X03T7	Complete	NW_015449943.1	178375	180042	282.6	267
EOG090X03TK	Complete	NW_015449939.1	1816881	1822604	633.2	362
EOG090X03TW	Complete	NW_015449937.1	1542489	1544207	290.9	342
EOG090X03TX	Complete	NW_015449954.1	217104	228039	373.4	410
EOG090X03U0	Complete	NW_015449942.1	1861062	1863444	866.4	476
EOG090X03UT	Complete	NW_015449931.1	5879446	5884074	660.0	391
EOG090X03V0	Complete	NW_015449936.1	878057	886440	637.5	449
EOG090X03VW	Complete	NW_015449946.1	1509862	1513097	900.3	461
EOG090X03WO	Complete	NW_015449934.1	1109586	1113794	393.2	267
EOG090X03YC	Complete	NW_015449930.1	3160343	3169135	151.1	179
EOG090X03YJ	Complete	NW_015449964.1	635227	641434	431.8	341
EOG090X03YR	Complete	NW_015449937.1	2318030	2327144	295.9	378
EOG090X03ZI	Complete	NW_015449966.1	234721	237142	741.6	434
EOG090X0424	Complete	NW_015449930.1	6258447	6264740	466.8	382
EOG090X0431	Complete	NW_015449931.1	6003513	6012979	285.0	244
EOG090X0438	Complete	NW_015449943.1	1659512	1665083	557.6	385
EOG090X0439	Missing
EOG090X043F	Complete	NW_015449936.1	3230179	3234368	481.6	411
EOG090X043H	Missing
EOG090X044C	Complete	NW_015449937.1	2908141	2913509	396.1	287
EOG090X0464	Missing
EOG090X047B	Complete	NW_015449955.1	605852	615360	541.3	391
EOG090X047D	Complete	NW_015449937.1	2364330	2372247	588.3	525
EOG090X0484	Complete	NW_015449935.1	3553068	3563050	313.1	212
EOG090X0489	Complete	NW_015449933.1	1379424	1383989	720.9	443
EOG090X048D	Complete	NW_015449940.1	1071645	1080380	431.4	316
EOG090X0491	Complete	NW_015449952.1	215741	219293	580.7	374
EOG090X049L	Complete	NW_015449938.1	1181108	1187653	682.8	598
EOG090X049M	Complete	NW_015449937.1	36969	42071	595.9	662
EOG090X04A7	Complete	NW_015449950.1	911307	916024	659.5	435
EOG090X04AR	Complete	NW_015449940.1	994415	1004918	98.3	197
EOG090X04CK	Complete	NW_015449937.1	2452553	2454530	481.4	411
EOG090X04D9	Complete	NW_015449947.1	1586322	1604900	446.0	444
EOG090X04DJ	Complete	NW_015449933.1	1750472	1752008	388.7	254
EOG090X04DO	Complete	NW_015449930.1	6311195	6313653	747.3	381
EOG090X04EN	Complete	NW_015449939.1	676535	680285	517.5	424
EOG090X04F1	Complete	NW_015449941.1	221165	230431	361.7	521
EOG090X04G3	Complete	NW_015449936.1	2779819	2787835	180.0	188
EOG090X04G6	Complete	NW_015449940.1	1211509	1213916	681.2	400
EOG090X04G7	Complete	NW_015449950.1	368815	372431	422.3	436
EOG090X04G9	Complete	NW_015449934.1	307261	313825	19.3	120
EOG090X04HR	Complete	NW_015449932.1	326608	333077	571.9	368
EOG090X04HX	Complete	NW_015449930.1	7697861	7718793	379.8	292
EOG090X04IO	Missing
EOG090X04JL	Complete	NW_015449931.1	2960495	2962373	205.5	205
EOG090X04K8	Complete	NW_015449932.1	1116915	1122226	520.7	409
EOG090X04KD	Complete	NW_015449949.1	325170	327060	607.9	384
EOG090X04KW	Complete	NW_015449939.1	1711179	1721923	260.9	307
EOG090X04L0	Complete	NW_015449959.1	670485	675846	94.6	500
EOG090X04L5	Complete	NW_015449933.1	3283491	3284846	411.3	269
EOG090X04LA	Complete	NW_015449952.1	818510	825593	631.0	427
EOG090X04LH	Complete	NW_015449960.1	535593	539489	465.4	448
EOG090X04MD	Complete	NW_015449932.1	635403	637726	350.1	405
EOG090X04NF	Complete	NW_015449956.1	1098747	1100720	472.5	470
EOG090X04NQ	Complete	NW_015449949.1	705225	709710	589.8	350
EOG090X04O4	Complete	NW_015449931.1	3292823	3296391	518.3	375
EOG090X04OZ	Complete	NW_015449930.1	5538794	5542341	716.0	385
EOG090X04PU	Complete	NW_015449950.1	1072676	1077476	685.0	374
EOG090X04TT	Complete	NW_015449952.1	543731	547144	473.6	323
EOG090X04TU	Complete	NW_015449930.1	6552884	6556201	534.9	379
EOG090X04U5	Duplicated	NW_015449965.1	105307	112704	632.2	424
EOG090X04U5	Duplicated	NW_015449965.1	87777	93757	641.3	425
EOG090X04UC	Duplicated	NW_015449946.1	1826633	1835842	156.5	118
EOG090X04UC	Duplicated	NW_015449947.1	1780889	1786264	156.3	118
EOG090X04UV	Complete	NW_015449935.1	3731148	3735002	517.8	373
EOG090X04VI	Complete	NW_015449941.1	1179131	1186041	358.1	358
EOG090X04W0	Complete	NW_015449945.1	210427	219731	161.4	149
EOG090X04WQ	Complete	NW_015449934.1	2709722	2712718	540.7	489
EOG090X04WU	Complete	NW_015449940.1	1958889	1960463	565.4	398
EOG090X04X8	Complete	NW_015449931.1	794440	823327	626.2	385
EOG090X04XE	Complete	NW_015449953.1	81930	94329	477.0	348
EOG090X04Y3	Complete	NW_015449932.1	58866	62840	519.1	352
EOG090X04YD	Complete	NW_015449936.1	729242	733225	357.1	405
EOG090X04Z1	Missing
EOG090X04Z9	Complete	NW_015449948.1	59202	65332	471.0	399
EOG090X04ZD	Complete	NW_015449954.1	959274	962826	324.3	306
EOG090X0508	Complete	NW_015449931.1	352487	358552	262.5	216
EOG090X050I	Complete	NW_015449932.1	3434558	3450302	222.0	258
EOG090X0511	Complete	NW_015449932.1	1398263	1398693	120.2	77
EOG090X0515	Complete	NW_015449941.1	2218128	2220376	444.2	324
EOG090X051L	Complete	NW_015449960.1	511175	514289	625.2	433
EOG090X051P	Complete	NW_015449932.1	3086749	3095702	448.5	307
EOG090X054E	Complete	NW_015449937.1	3055140	3057865	297.7	235
EOG090X055U	Complete	NW_015449954.1	115148	121154	581.0	344
EOG090X057R	Complete	NW_015449937.1	3393178	3394989	358.8	293
EOG090X058A	Complete	NW_015449948.1	436115	441881	167.9	187
EOG090X058P	Complete	NW_015449943.1	321739	325130	391.2	224
EOG090X059J	Missing
EOG090X05AC	Complete	NW_015449942.1	1215192	1218396	376.7	336
EOG090X05AE	Complete	NW_015449938.1	1239852	1244548	562.1	415
EOG090X05CB	Complete	NW_015449938.1	3118548	3124754	545.3	329
EOG090X05CU	Complete	NW_015449946.1	162220	163941	332.4	309
EOG090X05CZ	Complete	NW_015449938.1	2228371	2230394	416.8	243
EOG090X05E1	Complete	NW_015449942.1	1846243	1847975	335.7	305
EOG090X05E6	Complete	NW_015449930.1	5920643	5923117	557.6	454
EOG090X05EE	Complete	NW_015449939.1	2124932	2127379	590.9	366
EOG090X05GA	Complete	NW_015449940.1	799052	804596	456.9	360
EOG090X05H4	Complete	NW_015449934.1	2789514	2792502	478.5	266
EOG090X05H5	Complete	NW_015449934.1	1919576	1926542	194.4	138
EOG090X05J1	Complete	NW_015449940.1	989744	996609	505.3	263
EOG090X05JJ	Complete	NW_015449943.1	1555336	1561948	336.7	326
EOG090X05JX	Complete	NW_015449932.1	1998792	2006200	461.2	369
EOG090X05KU	Complete	NW_015449940.1	641839	644849	511.0	298
EOG090X05LM	Complete	NW_015449941.1	1107046	1114398	630.6	320
EOG090X05NC	Complete	NW_015449941.1	680284	684893	537.0	342
EOG090X05NI	Duplicated	NW_015449933.1	3740270	3746258	294.8	222
EOG090X05NI	Duplicated	NW_015449941.1	690054	697487	289.8	222
EOG090X05NZ	Complete	NW_015449931.1	2297613	2299318	280.7	252
EOG090X05OW	Complete	NW_015449942.1	362779	372592	518.8	397
EOG090X05Q1	Complete	NW_015449933.1	4355860	4361494	180.2	245
EOG090X05QS	Complete	NW_015449939.1	68821	69985	350.1	261
EOG090X05QT	Complete	NW_015449930.1	5644072	5646981	442.5	335
EOG090X05RK	Complete	NW_015449961.1	474324	476274	372.7	285
EOG090X05RM	Complete	NW_015449944.1	1701773	1703712	746.2	538
EOG090X05RX	Duplicated	NW_015449933.1	3369906	3377963	524.4	308
EOG090X05RX	Duplicated	NW_015449956.1	603320	608233	551.1	308
EOG090X05S8	Complete	NW_015449940.1	692704	697616	189.4	142
EOG090X05SW	Complete	NW_015449940.1	1917966	1919824	336.5	368
EOG090X05T8	Complete	NW_015449930.1	1783383	1792406	568.6	342
EOG090X05UC	Complete	NW_015449936.1	1446330	1452179	431.8	315
EOG090X05V1	Complete	NW_015449930.1	6306000	6315194	225.8	214
EOG090X05V9	Complete	NW_015449948.1	325379	329776	391.2	325
EOG090X05VA	Complete	NW_015449946.1	560039	566268	422.8	290
EOG090X05VD	Complete	NW_015449932.1	1912726	1920696	480.1	373
EOG090X05X4	Complete	NW_015449934.1	2404144	2405577	375.8	305
EOG090X05X9	Complete	NW_015449932.1	5077312	5080714	318.7	366
EOG090X05XL	Complete	NW_015449956.1	1052201	1059976	187.5	418
EOG090X05Z0	Complete	NW_015449955.1	988999	995747	442.0	318
EOG090X05ZS	Complete	NW_015449948.1	302294	307109	580.8	363
EOG090X060Z	Complete	NW_015449949.1	852638	853973	621.6	296
EOG090X0615	Missing
EOG090X064W	Complete	NW_015449932.1	3060212	3070989	535.4	384
EOG090X0662	Complete	NW_015449932.1	3433310	3438956	559.5	307
EOG090X0665	Complete	NW_015449949.1	1201620	1204292	534.9	395
EOG090X067V	Complete	NW_015449933.1	2407264	2408678	393.4	270
EOG090X0687	Complete	NW_015449955.1	496935	498239	336.3	311
EOG090X0689	Complete	NW_015449943.1	1570497	1577410	332.2	299
EOG090X069C	Complete	NW_015449966.1	468623	477023	143.9	165
EOG090X069M	Complete	NW_015449936.1	1744878	1746201	474.9	357
EOG090X06A5	Complete	NW_015449939.1	1987195	1988930	435.1	317
EOG090X06AF	Complete	NW_015449944.1	870575	872809	306.7	288
EOG090X06BA	Complete	NW_015449936.1	3054383	3056113	279.6	248
EOG090X06CC	Complete	NW_015449948.1	1654945	1661300	314.2	215
EOG090X06E3	Complete	NW_015449930.1	2746494	2748062	318.4	304
EOG090X06E6	Complete	NW_015449944.1	539757	545704	304.7	346
EOG090X06EY	Complete	NW_015449944.1	1709678	1711772	695.1	416
EOG090X06GA	Duplicated	NW_015449614.1	622	3335	536.0	300
EOG090X06GA	Duplicated	NW_015449931.1	2517864	2520065	533.7	300
EOG090X06GA	Duplicated	NW_015449936.1	1362056	1369140	492.1	296
EOG090X06GX	Complete	NW_015449931.1	5189672	5193579	440.6	329
EOG090X06H8	Fragmented	NW_015449946.1	1608563	1610505	139.9	139
EOG090X06HD	Complete	NW_015449938.1	1719342	1722965	248.8	281
EOG090X06IH	Complete	NW_015449938.1	1453713	1460865	525.0	297
EOG090X06IP	Complete	NW_015449963.1	559992	561090	181.9	175
EOG090X06J2	Complete	NW_015449934.1	2969270	2973920	469.4	296
EOG090X06JG	Complete	NW_015449941.1	305319	310381	580.5	306
EOG090X06K5	Complete	NW_015449933.1	996061	1002002	513.4	290
EOG090X06K9	Complete	NW_015449956.1	140031	147006	572.4	330
EOG090X06KU	Complete	NW_015449940.1	215462	222809	265.2	201
EOG090X06MA	Missing
EOG090X06NC	Complete	NW_015449931.1	570843	581187	352.0	288
EOG090X06NK	Complete	NW_015449930.1	3993335	3998322	325.9	254
EOG090X06OK	Duplicated	NW_015449938.1	3585836	3591475	400.4	324
EOG090X06OK	Duplicated	NW_015449938.1	3622600	3625198	394.0	318
EOG090X06Q2	Complete	NW_015449931.1	1983396	1991038	337.7	241
EOG090X06Q3	Complete	NW_015449936.1	1678571	1687728	261.2	260
EOG090X06RJ	Complete	NW_015449933.1	2878330	2879547	418.0	284
EOG090X06RW	Complete	NW_015449945.1	695335	702418	402.6	301
EOG090X06SF	Complete	NW_015449939.1	2200336	2205570	213.9	346
EOG090X06SH	Complete	NW_015449945.1	1591489	1592478	382.6	291
EOG090X06SP	Complete	NW_015449939.1	2526662	2529736	334.6	360
EOG090X06T3	Complete	NW_015449946.1	920230	921590	173.3	227
EOG090X06TI	Duplicated	NW_015449948.1	467434	487051	129.2	196
EOG090X06TI	Duplicated	NW_015449948.1	494534	500851	133.3	196
EOG090X06TJ	Duplicated	NW_015449941.1	10487	14069	473.2	268
EOG090X06TJ	Duplicated	NW_015449956.1	1104726	1108617	473.2	268
EOG090X06TU	Complete	NW_015449937.1	117465	118673	403.1	322
EOG090X06UY	Complete	NW_015449947.1	791370	793611	539.2	348
EOG090X06V5	Complete	NW_015449930.1	5752577	5754140	159.9	110
EOG090X06VP	Complete	NW_015449931.1	1030169	1031390	303.7	279
EOG090X06W8	Complete	NW_015449937.1	3319634	3322772	464.1	278
EOG090X06W9	Complete	NW_015449930.1	1324008	1328513	222.1	209
EOG090X06XN	Complete	NW_015449941.1	1194508	1201123	543.7	356
EOG090X06XP	Missing
EOG090X06XW	Complete	NW_015449936.1	3406036	3410890	411.7	243
EOG090X06Y8	Complete	NW_015449950.1	553060	558641	557.3	320
EOG090X06YP	Complete	NW_015449935.1	3195976	3201010	443.8	389
