# BUSCO version is: 3.1.0 
# The lineage dataset is: arthropoda_odb9 (Creation date: 2017-02-07, number of species: 60, number of BUSCOs: 1066)
# To reproduce this run: python /usr/bin/run_BUSCO.py -i /cl_tmp/hahnc/Oribatid/transcriptomes/GEXX01.1.fsa_nt -o A_coleoptrara.A_coleoptrata.GEXX01.1 -l /usr/people/EDVZ/hahnc/BUSCOS/arthropoda_odb9/ -m transcriptome -c 8 --long
#
# Busco id	Status	Sequence	Score	Length
EOG090X00RJ	Complete	GEXX01119034.1	1630.3	870
EOG090X00SQ	Complete	GEXX01060442.1	885.5	748
EOG090X00ST	Complete	GEXX01107864.1	984.1	732
EOG090X00TB	Complete	GEXX01039649.1	1103.0	1325
EOG090X00U2	Complete	GEXX01016637.1	613.8	557
EOG090X00U8	Complete	GEXX01106349.1	1453.0	981
EOG090X00V6	Duplicated	GEXX01087655.1	1709.2	865
EOG090X00V6	Duplicated	GEXX01087657.1	1709.2	865
EOG090X00V6	Duplicated	GEXX01087658.1	1708.7	865
EOG090X00VK	Missing
EOG090X00WU	Complete	GEXX01013872.1	1117.8	717
EOG090X00X3	Complete	GEXX01021123.1	1095.2	752
EOG090X0109	Complete	GEXX01051959.1	1457.0	772
EOG090X010S	Complete	GEXX01085033.1	1268.2	1039
EOG090X0131	Duplicated	GEXX01077505.1	619.0	650
EOG090X0131	Duplicated	GEXX01077506.1	573.3	550
EOG090X0131	Duplicated	GEXX01077507.1	619.1	650
EOG090X013U	Complete	GEXX01002881.1	237.9	392
EOG090X0141	Complete	GEXX01002656.1	457.0	270
EOG090X0143	Duplicated	GEXX01011887.1	1106.1	831
EOG090X0143	Duplicated	GEXX01011888.1	1106.1	831
EOG090X014A	Duplicated	GEXX01002434.1	1296.4	743
EOG090X014A	Duplicated	GEXX01002435.1	1296.4	743
EOG090X014A	Duplicated	GEXX01002437.1	1296.5	743
EOG090X014D	Complete	GEXX01050703.1	148.8	525
EOG090X014G	Complete	GEXX01004925.1	1400.3	847
EOG090X0154	Complete	GEXX01012034.1	1054.3	870
EOG090X015P	Complete	GEXX01089860.1	899.1	625
EOG090X017M	Complete	GEXX01043207.1	529.5	591
EOG090X017N	Duplicated	GEXX01092081.1	184.0	497
EOG090X017N	Duplicated	GEXX01092082.1	184.0	497
EOG090X017N	Duplicated	GEXX01092083.1	184.5	502
EOG090X017X	Complete	GEXX01113475.1	1379.6	800
EOG090X0181	Duplicated	GEXX01056964.1	976.6	669
EOG090X0181	Duplicated	GEXX01056965.1	878.4	646
EOG090X0181	Duplicated	GEXX01056967.1	991.5	669
EOG090X018J	Complete	GEXX01019060.1	639.1	481
EOG090X019S	Duplicated	GEXX01022568.1	227.6	524
EOG090X019S	Duplicated	GEXX01022570.1	227.4	524
EOG090X019S	Duplicated	GEXX01022573.1	227.6	524
EOG090X01A3	Complete	GEXX01056785.1	887.9	613
EOG090X01AN	Duplicated	GEXX01092620.1	598.1	474
EOG090X01AN	Duplicated	GEXX01092621.1	598.0	473
EOG090X01AN	Duplicated	GEXX01092623.1	598.8	467
EOG090X01B4	Duplicated	GEXX01017274.1	1181.4	681
EOG090X01B4	Duplicated	GEXX01017275.1	1181.7	681
EOG090X01B4	Duplicated	GEXX01017276.1	1159.2	653
EOG090X01BP	Complete	GEXX01113519.1	211.2	218
EOG090X01BU	Complete	GEXX01020521.1	708.2	667
EOG090X01EL	Complete	GEXX01118911.1	995.1	641
EOG090X01EZ	Complete	GEXX01112758.1	1115.4	641
EOG090X01F7	Complete	GEXX01041618.1	485.0	446
EOG090X01FD	Complete	GEXX01021293.1	691.5	648
EOG090X01FO	Complete	GEXX01077740.1	1394.2	739
EOG090X01G2	Complete	GEXX01095289.1	977.2	606
EOG090X01H4	Complete	GEXX01032457.1	386.5	550
EOG090X01HT	Complete	GEXX01032251.1	1062.2	623
EOG090X01LO	Duplicated	GEXX01007256.1	479.6	284
EOG090X01LO	Duplicated	GEXX01007258.1	482.2	284
EOG090X01LQ	Duplicated	GEXX01021908.1	259.2	220
EOG090X01LQ	Duplicated	GEXX01021909.1	260.0	203
EOG090X01LU	Complete	GEXX01029740.1	981.8	482
EOG090X01LY	Complete	GEXX01022088.1	642.6	476
EOG090X01MR	Complete	GEXX01074971.1	457.7	592
EOG090X01NK	Duplicated	GEXX01054592.1	956.2	690
EOG090X01NK	Duplicated	GEXX01054593.1	956.1	690
EOG090X01NK	Duplicated	GEXX01054594.1	956.0	690
EOG090X01NX	Complete	GEXX01001872.1	1182.4	675
EOG090X01OH	Duplicated	GEXX01041400.1	413.9	234
EOG090X01OH	Duplicated	GEXX01041401.1	414.0	234
EOG090X01OH	Duplicated	GEXX01041407.1	414.5	234
EOG090X01OT	Duplicated	GEXX01114756.1	463.1	299
EOG090X01OT	Duplicated	GEXX01114757.1	465.0	272
EOG090X01OT	Duplicated	GEXX01114759.1	464.4	272
EOG090X01QS	Complete	GEXX01013455.1	516.8	366
EOG090X01QX	Duplicated	GEXX01107769.1	152.2	156
EOG090X01QX	Duplicated	GEXX01107770.1	152.2	156
EOG090X01QX	Duplicated	GEXX01107772.1	152.7	156
EOG090X01R0	Complete	GEXX01076886.1	165.3	521
EOG090X01R1	Complete	GEXX01028151.1	964.0	581
EOG090X01SN	Duplicated	GEXX01088390.1	754.2	515
EOG090X01SN	Duplicated	GEXX01088391.1	745.9	515
EOG090X01SN	Duplicated	GEXX01088392.1	746.1	515
EOG090X01U4	Duplicated	GEXX01112119.1	913.2	589
EOG090X01U4	Duplicated	GEXX01112125.1	913.2	589
EOG090X01U4	Duplicated	GEXX01112126.1	912.9	589
EOG090X01UE	Complete	GEXX01096110.1	1006.7	573
EOG090X01UY	Complete	GEXX01002502.1	901.3	595
EOG090X01V1	Duplicated	GEXX01013630.1	465.8	291
EOG090X01V1	Duplicated	GEXX01013630.1	497.7	297
EOG090X01W2	Complete	GEXX01098849.1	659.6	429
EOG090X01XB	Complete	GEXX01016735.1	240.4	261
EOG090X01YQ	Complete	GEXX01034042.1	872.3	560
EOG090X0205	Complete	GEXX01013986.1	681.7	413
EOG090X020Y	Duplicated	GEXX01036362.1	249.2	141
EOG090X020Y	Duplicated	GEXX01036363.1	247.7	130
EOG090X020Z	Complete	GEXX01110683.1	320.5	223
EOG090X021B	Complete	GEXX01111496.1	407.9	468
EOG090X023B	Complete	GEXX01108911.1	578.3	597
EOG090X024P	Duplicated	GEXX01003780.1	804.8	637
EOG090X024P	Duplicated	GEXX01003781.1	804.8	637
EOG090X024P	Duplicated	GEXX01003782.1	806.2	637
EOG090X0266	Complete	GEXX01106357.1	161.5	466
EOG090X0267	Complete	GEXX01032462.1	572.6	601
EOG090X026K	Complete	GEXX01037449.1	911.9	589
EOG090X026V	Duplicated	GEXX01120517.1	204.9	408
EOG090X026V	Duplicated	GEXX01120518.1	204.4	408
EOG090X0272	Complete	GEXX01021279.1	531.0	427
EOG090X0279	Duplicated	GEXX01019408.1	942.2	527
EOG090X0279	Duplicated	GEXX01019409.1	942.8	527
EOG090X027A	Complete	GEXX01025567.1	648.8	561
EOG090X027R	Complete	GEXX01009056.1	938.7	554
EOG090X027U	Duplicated	GEXX01089114.1	374.6	583
EOG090X027U	Duplicated	GEXX01089116.1	356.0	363
EOG090X027U	Duplicated	GEXX01089117.1	374.5	583
EOG090X0289	Complete	GEXX01055668.1	484.7	501
EOG090X028A	Duplicated	GEXX01038399.1	558.7	498
EOG090X028A	Duplicated	GEXX01038401.1	558.3	498
EOG090X028B	Duplicated	GEXX01011309.1	321.5	390
EOG090X028B	Duplicated	GEXX01011311.1	321.6	390
EOG090X028B	Duplicated	GEXX01011312.1	321.5	390
EOG090X028J	Complete	GEXX01099501.1	449.0	444
EOG090X0294	Duplicated	GEXX01060891.1	1091.9	631
EOG090X0294	Duplicated	GEXX01060893.1	1091.7	631
EOG090X0294	Duplicated	GEXX01060894.1	1091.9	631
EOG090X0296	Complete	GEXX01026615.1	840.1	595
EOG090X02BU	Complete	GEXX01023884.1	814.3	507
EOG090X02BW	Duplicated	GEXX01006472.1	644.8	530
EOG090X02BW	Duplicated	GEXX01006473.1	644.8	530
EOG090X02C6	Complete	GEXX01031652.1	677.2	491
EOG090X02CC	Duplicated	GEXX01101810.1	956.7	611
EOG090X02CC	Duplicated	GEXX01101813.1	957.4	612
EOG090X02CC	Duplicated	GEXX01101814.1	846.7	538
EOG090X02D0	Complete	GEXX01056800.1	100.2	206
EOG090X02DA	Duplicated	GEXX01118674.1	743.0	584
EOG090X02DA	Duplicated	GEXX01118675.1	743.6	583
EOG090X02DA	Duplicated	GEXX01118676.1	743.1	506
EOG090X02DF	Complete	GEXX01010524.1	988.2	491
EOG090X02DX	Duplicated	GEXX01050533.1	592.5	356
EOG090X02DX	Duplicated	GEXX01050535.1	592.5	356
EOG090X02DX	Duplicated	GEXX01050539.1	592.3	356
EOG090X02DZ	Complete	GEXX01092521.1	872.3	629
EOG090X02EM	Complete	GEXX01057332.1	583.5	567
EOG090X02EP	Complete	GEXX01049385.1	842.1	505
EOG090X02FO	Duplicated	GEXX01020787.1	754.6	436
EOG090X02FO	Duplicated	GEXX01020790.1	754.6	436
EOG090X02FO	Duplicated	GEXX01020792.1	754.4	436
EOG090X02G1	Duplicated	GEXX01007548.1	782.6	622
EOG090X02G1	Duplicated	GEXX01103518.1	697.4	665
EOG090X02H3	Complete	GEXX01076664.1	177.1	221
EOG090X02H9	Duplicated	GEXX01103681.1	721.6	716
EOG090X02H9	Duplicated	GEXX01103682.1	721.6	716
EOG090X02HV	Complete	GEXX01025481.1	668.4	651
EOG090X02I4	Duplicated	GEXX01093632.1	758.4	461
EOG090X02I4	Duplicated	GEXX01093633.1	758.2	461
EOG090X02I4	Duplicated	GEXX01093635.1	758.2	461
EOG090X02IK	Duplicated	GEXX01091801.1	434.6	351
EOG090X02IK	Duplicated	GEXX01091802.1	434.7	351
EOG090X02IK	Duplicated	GEXX01091803.1	434.8	351
EOG090X02IW	Duplicated	GEXX01092734.1	277.6	251
EOG090X02IW	Duplicated	GEXX01092735.1	278.1	251
EOG090X02IW	Duplicated	GEXX01092737.1	277.3	251
EOG090X02IY	Complete	GEXX01049196.1	426.7	422
EOG090X02J8	Missing
EOG090X02LG	Missing
EOG090X02LQ	Complete	GEXX01070032.1	761.1	547
EOG090X02LT	Duplicated	GEXX01028185.1	458.4	423
EOG090X02LT	Duplicated	GEXX01028186.1	457.5	423
EOG090X02MG	Complete	GEXX01046320.1	445.5	504
EOG090X02MW	Duplicated	GEXX01100356.1	330.5	341
EOG090X02MW	Duplicated	GEXX01100357.1	365.8	427
EOG090X02NT	Complete	GEXX01096152.1	674.0	578
EOG090X02PU	Duplicated	GEXX01102002.1	824.7	530
EOG090X02PU	Duplicated	GEXX01102003.1	782.2	488
EOG090X02QS	Duplicated	GEXX01096896.1	762.5	491
EOG090X02QS	Duplicated	GEXX01096898.1	761.0	486
EOG090X02QX	Complete	GEXX01001683.1	845.5	560
EOG090X02RM	Duplicated	GEXX01071652.1	300.6	282
EOG090X02RM	Duplicated	GEXX01071654.1	282.7	282
EOG090X02RM	Duplicated	GEXX01071655.1	282.6	273
EOG090X02RQ	Duplicated	GEXX01007724.1	793.2	456
EOG090X02RQ	Duplicated	GEXX01007725.1	793.1	456
EOG090X02RQ	Duplicated	GEXX01007726.1	793.5	456
EOG090X02S0	Complete	GEXX01027056.1	614.7	580
EOG090X02SD	Complete	GEXX01069799.1	528.6	530
EOG090X02SJ	Complete	GEXX01021229.1	557.6	668
EOG090X02T5	Complete	GEXX01038915.1	821.6	432
EOG090X02VY	Complete	GEXX01025598.1	656.8	636
EOG090X02WG	Complete	GEXX01117536.1	747.8	641
EOG090X02Z1	Complete	GEXX01051585.1	777.0	616
EOG090X02ZJ	Complete	GEXX01105885.1	272.5	236
EOG090X0302	Complete	GEXX01093243.1	952.6	581
EOG090X030C	Complete	GEXX01061813.1	734.3	535
EOG090X030S	Duplicated	GEXX01032678.1	852.3	500
EOG090X030S	Duplicated	GEXX01032679.1	852.3	500
EOG090X0318	Complete	GEXX01032549.1	596.1	416
EOG090X031T	Complete	GEXX01066473.1	528.3	380
EOG090X0324	Duplicated	GEXX01109970.1	471.5	370
EOG090X0324	Duplicated	GEXX01109972.1	471.2	370
EOG090X0324	Duplicated	GEXX01109973.1	470.5	367
EOG090X032C	Complete	GEXX01058116.1	690.0	424
EOG090X032R	Duplicated	GEXX01023800.1	547.3	337
EOG090X032R	Duplicated	GEXX01023801.1	548.2	337
EOG090X032R	Duplicated	GEXX01023803.1	548.5	337
EOG090X033I	Complete	GEXX01120143.1	854.5	485
EOG090X033O	Complete	GEXX01083757.1	590.2	371
EOG090X0363	Complete	GEXX01006477.1	755.1	491
EOG090X0364	Complete	GEXX01034762.1	570.1	391
EOG090X036X	Complete	GEXX01033478.1	125.3	323
EOG090X037B	Complete	GEXX01025868.1	270.4	332
EOG090X037N	Duplicated	GEXX01037851.1	534.2	400
EOG090X037N	Duplicated	GEXX01037852.1	548.6	425
EOG090X0398	Duplicated	GEXX01086281.1	199.8	173
EOG090X0398	Duplicated	GEXX01086282.1	186.6	169
EOG090X03A4	Complete	GEXX01101536.1	377.0	350
EOG090X03AJ	Complete	GEXX01002675.1	549.5	444
EOG090X03AK	Complete	GEXX01005983.1	805.5	497
EOG090X03B0	Complete	GEXX01074442.1	745.3	411
EOG090X03B7	Complete	GEXX01112988.1	702.4	560
EOG090X03CE	Complete	GEXX01010686.1	585.4	476
EOG090X03DA	Complete	GEXX01002371.1	919.4	446
EOG090X03DI	Duplicated	GEXX01108076.1	720.0	649
EOG090X03DI	Duplicated	GEXX01108078.1	720.4	649
EOG090X03EV	Complete	GEXX01073173.1	427.3	360
EOG090X03FQ	Complete	GEXX01120208.1	299.6	456
EOG090X03G1	Complete	GEXX01009042.1	642.5	418
EOG090X03G5	Duplicated	GEXX01085272.1	346.2	254
EOG090X03G5	Duplicated	GEXX01085273.1	346.1	254
EOG090X03GO	Complete	GEXX01077529.1	802.2	647
EOG090X03H5	Duplicated	GEXX01099010.1	447.0	341
EOG090X03H5	Duplicated	GEXX01099011.1	446.5	341
EOG090X03I5	Complete	GEXX01098329.1	426.3	436
EOG090X03JL	Duplicated	GEXX01084903.1	697.4	447
EOG090X03JL	Duplicated	GEXX01084904.1	697.4	447
EOG090X03K5	Duplicated	GEXX01087579.1	509.1	316
EOG090X03K5	Duplicated	GEXX01087583.1	510.0	317
EOG090X03K5	Duplicated	GEXX01087586.1	510.1	317
EOG090X03KG	Complete	GEXX01007458.1	255.5	384
EOG090X03KK	Complete	GEXX01080774.1	425.2	374
EOG090X03KZ	Complete	GEXX01121604.1	322.5	466
EOG090X03LH	Duplicated	GEXX01005206.1	498.5	304
EOG090X03LH	Duplicated	GEXX01005207.1	498.5	304
EOG090X03M6	Duplicated	GEXX01114617.1	814.6	459
EOG090X03M6	Duplicated	GEXX01114618.1	814.8	459
EOG090X03NS	Complete	GEXX01102757.1	601.8	450
EOG090X03O4	Complete	GEXX01119835.1	846.4	421
EOG090X03P9	Complete	GEXX01064160.1	244.8	474
EOG090X03QA	Complete	GEXX01055544.1	652.4	526
EOG090X03QF	Fragmented	GEXX01026358.1	235.2	172
EOG090X03QT	Duplicated	GEXX01007000.1	745.2	511
EOG090X03QT	Duplicated	GEXX01007001.1	745.2	511
EOG090X03QT	Duplicated	GEXX01007002.1	745.3	511
EOG090X03QW	Duplicated	GEXX01103621.1	639.2	380
EOG090X03QW	Duplicated	GEXX01103622.1	638.3	380
EOG090X03R5	Complete	GEXX01022949.1	832.7	459
EOG090X03RD	Complete	GEXX01121057.1	655.5	391
EOG090X03RJ	Duplicated	GEXX01080046.1	652.5	406
EOG090X03RJ	Duplicated	GEXX01080047.1	652.4	406
EOG090X03RJ	Duplicated	GEXX01080048.1	652.2	406
EOG090X03RP	Complete	GEXX01078139.1	623.4	317
EOG090X03S1	Complete	GEXX01120096.1	762.8	435
EOG090X03SL	Complete	GEXX01033442.1	780.4	501
EOG090X03ST	Complete	GEXX01001648.1	449.1	407
EOG090X03SX	Fragmented	GEXX01059229.1	87.0	129
EOG090X03T7	Complete	GEXX01107665.1	366.3	502
EOG090X03TK	Complete	GEXX01003962.1	645.9	364
EOG090X03TW	Duplicated	GEXX01082374.1	235.9	361
EOG090X03TW	Duplicated	GEXX01082375.1	230.3	361
EOG090X03TX	Complete	GEXX01074414.1	507.6	481
EOG090X03U0	Complete	GEXX01012631.1	847.9	476
EOG090X03UT	Duplicated	GEXX01091387.1	673.1	390
EOG090X03UT	Duplicated	GEXX01091388.1	609.7	354
EOG090X03V0	Complete	GEXX01014708.1	382.8	251
EOG090X03VW	Complete	GEXX01082297.1	895.4	461
EOG090X03WO	Complete	GEXX01039223.1	392.9	279
EOG090X03YC	Complete	GEXX01073087.1	144.8	199
EOG090X03YJ	Complete	GEXX01006517.1	431.2	296
EOG090X03YR	Complete	GEXX01044983.1	383.0	360
EOG090X03ZI	Duplicated	GEXX01005047.1	652.4	392
EOG090X03ZI	Duplicated	GEXX01005048.1	734.7	434
EOG090X03ZI	Duplicated	GEXX01005049.1	734.4	434
EOG090X0424	Duplicated	GEXX01049433.1	485.7	345
EOG090X0424	Duplicated	GEXX01049434.1	490.6	345
EOG090X0431	Duplicated	GEXX01021298.1	316.6	260
EOG090X0431	Duplicated	GEXX01021299.1	316.6	260
EOG090X0431	Duplicated	GEXX01021300.1	316.9	260
EOG090X0438	Complete	GEXX01047881.1	526.7	385
EOG090X0439	Missing
EOG090X043F	Duplicated	GEXX01032459.1	475.4	388
EOG090X043F	Duplicated	GEXX01032460.1	503.8	415
EOG090X043H	Duplicated	GEXX01030988.1	431.5	354
EOG090X043H	Duplicated	GEXX01030989.1	487.5	563
EOG090X044C	Complete	GEXX01037804.1	582.5	382
EOG090X0464	Missing
EOG090X047B	Duplicated	GEXX01060683.1	534.7	392
EOG090X047B	Duplicated	GEXX01060684.1	534.7	392
EOG090X047D	Complete	GEXX01033933.1	567.7	506
EOG090X0484	Duplicated	GEXX01084573.1	348.1	220
EOG090X0484	Duplicated	GEXX01084574.1	349.2	220
EOG090X0489	Complete	GEXX01110477.1	751.2	435
EOG090X048D	Duplicated	GEXX01105944.1	462.4	340
EOG090X048D	Duplicated	GEXX01105945.1	462.4	340
EOG090X0491	Complete	GEXX01086000.1	604.3	369
EOG090X049L	Complete	GEXX01027530.1	679.8	605
EOG090X049M	Duplicated	GEXX01039237.1	419.5	380
EOG090X049M	Duplicated	GEXX01039238.1	419.5	380
EOG090X04A7	Duplicated	GEXX01078193.1	548.9	390
EOG090X04A7	Duplicated	GEXX01078195.1	549.5	390
EOG090X04A7	Duplicated	GEXX01078196.1	644.4	461
EOG090X04AR	Duplicated	GEXX01070522.1	509.2	305
EOG090X04AR	Duplicated	GEXX01070523.1	509.0	305
EOG090X04CK	Complete	GEXX01016187.1	477.9	422
EOG090X04D9	Duplicated	GEXX01107447.1	566.3	512
EOG090X04D9	Duplicated	GEXX01107449.1	566.2	511
EOG090X04DJ	Complete	GEXX01035453.1	352.0	251
EOG090X04DO	Complete	GEXX01097789.1	750.6	381
EOG090X04EN	Duplicated	GEXX01033598.1	491.0	390
EOG090X04EN	Duplicated	GEXX01033599.1	490.4	405
EOG090X04F1	Complete	GEXX01088122.1	228.3	405
EOG090X04G3	Complete	GEXX01118440.1	157.9	189
EOG090X04G6	Complete	GEXX01078907.1	672.6	400
EOG090X04G7	Duplicated	GEXX01119701.1	339.2	374
EOG090X04G7	Duplicated	GEXX01119702.1	338.4	374
EOG090X04G7	Duplicated	GEXX01119703.1	338.5	374
EOG090X04G9	Duplicated	GEXX01118537.1	103.1	191
EOG090X04G9	Duplicated	GEXX01118538.1	103.1	191
EOG090X04G9	Duplicated	GEXX01118539.1	103.1	159
EOG090X04HR	Duplicated	GEXX01033621.1	590.5	368
EOG090X04HR	Duplicated	GEXX01033622.1	590.4	368
EOG090X04HX	Complete	GEXX01016545.1	642.5	394
EOG090X04IO	Fragmented	GEXX01017522.1	99.9	155
EOG090X04JL	Complete	GEXX01079729.1	175.4	191
EOG090X04K8	Complete	GEXX01018415.1	571.4	451
EOG090X04KD	Complete	GEXX01063789.1	552.7	384
EOG090X04KW	Duplicated	GEXX01098709.1	339.3	359
EOG090X04KW	Duplicated	GEXX01098710.1	339.7	359
EOG090X04KW	Duplicated	GEXX01098712.1	340.4	359
EOG090X04L0	Complete	GEXX01045066.1	113.4	269
EOG090X04L5	Duplicated	GEXX01037151.1	425.1	268
EOG090X04L5	Duplicated	GEXX01037152.1	425.2	268
EOG090X04LA	Complete	GEXX01110381.1	627.7	427
EOG090X04LH	Duplicated	GEXX01003388.1	493.6	463
EOG090X04LH	Duplicated	GEXX01003389.1	493.1	484
EOG090X04LH	Duplicated	GEXX01003391.1	493.3	459
EOG090X04MD	Complete	GEXX01102453.1	314.6	397
EOG090X04NF	Complete	GEXX01071347.1	457.5	428
EOG090X04NQ	Duplicated	GEXX01039827.1	582.2	380
EOG090X04NQ	Duplicated	GEXX01039828.1	583.2	426
EOG090X04O4	Complete	GEXX01001032.1	614.3	483
EOG090X04OZ	Complete	GEXX01081308.1	707.3	372
EOG090X04PU	Duplicated	GEXX01026517.1	701.8	374
EOG090X04PU	Duplicated	GEXX01026518.1	701.7	374
EOG090X04PU	Duplicated	GEXX01026520.1	701.9	374
EOG090X04TT	Duplicated	GEXX01040594.1	499.3	324
EOG090X04TT	Duplicated	GEXX01040595.1	499.2	324
EOG090X04TU	Complete	GEXX01002878.1	557.1	377
EOG090X04U5	Duplicated	GEXX01109370.1	621.5	427
EOG090X04U5	Duplicated	GEXX01109371.1	621.5	427
EOG090X04UC	Complete	GEXX01122912.1	157.2	130
EOG090X04UV	Complete	GEXX01026384.1	509.4	373
EOG090X04VI	Fragmented	GEXX01014481.1	465.8	315
EOG090X04W0	Duplicated	GEXX01123263.1	206.2	238
EOG090X04W0	Duplicated	GEXX01123266.1	206.5	238
EOG090X04WQ	Complete	GEXX01038373.1	507.7	496
EOG090X04WU	Complete	GEXX01073701.1	566.5	402
EOG090X04X8	Duplicated	GEXX01010741.1	611.1	383
EOG090X04X8	Duplicated	GEXX01010742.1	610.5	383
EOG090X04XE	Duplicated	GEXX01110011.1	468.1	395
EOG090X04XE	Duplicated	GEXX01110014.1	443.5	401
EOG090X04XE	Duplicated	GEXX01110015.1	437.7	397
EOG090X04Y3	Duplicated	GEXX01062235.1	574.0	351
EOG090X04Y3	Duplicated	GEXX01062236.1	574.2	351
EOG090X04Y3	Duplicated	GEXX01062237.1	553.7	351
EOG090X04YD	Complete	GEXX01032421.1	306.1	394
EOG090X04Z1	Complete	GEXX01108449.1	396.0	247
EOG090X04Z9	Complete	GEXX01091986.1	467.0	392
EOG090X04ZD	Complete	GEXX01115841.1	280.3	334
EOG090X0508	Complete	GEXX01110862.1	344.2	279
EOG090X050I	Duplicated	GEXX01014816.1	332.0	224
EOG090X050I	Duplicated	GEXX01014817.1	338.0	200
EOG090X0511	Complete	GEXX01051000.1	73.6	70
EOG090X0515	Duplicated	GEXX01052321.1	471.5	324
EOG090X0515	Duplicated	GEXX01052322.1	471.6	324
EOG090X051L	Complete	GEXX01010325.1	643.5	428
EOG090X051P	Duplicated	GEXX01045108.1	443.5	322
EOG090X051P	Duplicated	GEXX01045109.1	445.5	322
EOG090X054E	Complete	GEXX01060735.1	328.1	245
EOG090X055U	Complete	GEXX01027654.1	558.8	344
EOG090X057R	Complete	GEXX01023693.1	360.1	294
EOG090X058A	Complete	GEXX01044525.1	177.4	200
EOG090X058P	Complete	GEXX01094954.1	407.3	239
EOG090X059J	Missing
EOG090X05AC	Fragmented	GEXX01026600.1	251.8	210
EOG090X05AE	Duplicated	GEXX01036588.1	546.2	409
EOG090X05AE	Duplicated	GEXX01036589.1	546.3	409
EOG090X05CB	Complete	GEXX01107779.1	572.5	328
EOG090X05CU	Duplicated	GEXX01111747.1	332.6	323
EOG090X05CU	Duplicated	GEXX01111748.1	326.3	333
EOG090X05CZ	Complete	GEXX01056843.1	411.8	243
EOG090X05E1	Complete	GEXX01096582.1	376.1	290
EOG090X05E6	Complete	GEXX01050671.1	565.7	445
EOG090X05EE	Complete	GEXX01119669.1	595.3	366
EOG090X05GA	Complete	GEXX01003590.1	466.7	353
EOG090X05H4	Complete	GEXX01106085.1	482.2	266
EOG090X05H5	Complete	GEXX01065944.1	195.2	161
EOG090X05J1	Duplicated	GEXX01002667.1	517.0	268
EOG090X05J1	Duplicated	GEXX01002668.1	516.4	266
EOG090X05J1	Duplicated	GEXX01002669.1	518.3	267
EOG090X05JJ	Duplicated	GEXX01043208.1	306.4	374
EOG090X05JJ	Duplicated	GEXX01043209.1	306.4	375
EOG090X05JJ	Duplicated	GEXX01043210.1	306.3	318
EOG090X05JX	Complete	GEXX01042665.1	480.6	366
EOG090X05KU	Duplicated	GEXX01011836.1	516.9	299
EOG090X05KU	Duplicated	GEXX01011838.1	479.7	277
EOG090X05LM	Duplicated	GEXX01086335.1	624.1	355
EOG090X05LM	Duplicated	GEXX01086336.1	626.7	320
