# BUSCO version is: 3.1.0 
# The lineage dataset is: arthropoda_odb9 (Creation date: 2017-02-07, number of species: 60, number of BUSCOs: 1066)
# To reproduce this run: python /usr/bin/run_BUSCO.py -i /cl_tmp/hahnc/Oribatid/transcriptomes/GEYB01.1.fsa_nt -o H_gibba.H_gibba.GEYB01.1 -l /usr/people/EDVZ/hahnc/BUSCOS/arthropoda_odb9/ -m transcriptome -c 8 --long
#
# Busco id	Status	Sequence	Score	Length
EOG090X047D	Duplicated	GEYB01092229.1	606.7	532
EOG090X047D	Duplicated	GEYB01092231.1	606.9	532
EOG090X0484	Duplicated	GEYB01004259.1	345.5	224
EOG090X0484	Duplicated	GEYB01004260.1	346.3	224
EOG090X0484	Duplicated	GEYB01004261.1	345.7	224
EOG090X0489	Complete	GEYB01081549.1	767.1	435
EOG090X048D	Complete	GEYB01114178.1	465.1	389
EOG090X0491	Complete	GEYB01105583.1	607.0	376
EOG090X049L	Duplicated	GEYB01101169.1	672.1	600
EOG090X049L	Duplicated	GEYB01101170.1	671.8	600
EOG090X049L	Duplicated	GEYB01101171.1	641.9	572
EOG090X049M	Duplicated	GEYB01003493.1	767.9	638
EOG090X049M	Duplicated	GEYB01003494.1	734.3	638
EOG090X049M	Duplicated	GEYB01003496.1	767.8	638
EOG090X04A7	Duplicated	GEYB01108854.1	557.6	415
EOG090X04A7	Duplicated	GEYB01108857.1	641.7	466
EOG090X04A7	Duplicated	GEYB01108859.1	557.3	397
EOG090X04AR	Duplicated	GEYB01103625.1	500.2	302
EOG090X04AR	Duplicated	GEYB01103627.1	499.9	302
EOG090X04CK	Duplicated	GEYB01113501.1	429.2	356
EOG090X04CK	Duplicated	GEYB01113503.1	487.8	409
EOG090X04CK	Duplicated	GEYB01113504.1	487.6	409
EOG090X04D9	Complete	GEYB01119604.1	555.0	502
EOG090X04DJ	Duplicated	GEYB01024003.1	357.1	252
EOG090X04DJ	Duplicated	GEYB01024004.1	356.7	252
EOG090X04DJ	Duplicated	GEYB01024006.1	357.1	252
EOG090X04DO	Duplicated	GEYB01097520.1	746.0	381
EOG090X04DO	Duplicated	GEYB01097521.1	746.1	381
EOG090X04EN	Complete	GEYB01033462.1	488.6	381
EOG090X04F1	Complete	GEYB01086793.1	313.4	638
EOG090X04G3	Complete	GEYB01134746.1	157.3	183
EOG090X04G6	Complete	GEYB01003294.1	661.8	400
EOG090X04G7	Duplicated	GEYB01004652.1	429.6	427
EOG090X04G7	Duplicated	GEYB01004653.1	380.9	412
EOG090X04G9	Complete	GEYB01090271.1	109.2	186
EOG090X04HR	Complete	GEYB01082071.1	588.1	368
EOG090X04HX	Duplicated	GEYB01135608.1	790.5	483
EOG090X04HX	Duplicated	GEYB01135610.1	790.4	483
EOG090X04HX	Duplicated	GEYB01135611.1	781.7	480
EOG090X04IO	Complete	GEYB01140366.1	94.4	266
EOG090X04JL	Duplicated	GEYB01003817.1	201.0	244
EOG090X04JL	Duplicated	GEYB01003818.1	201.5	231
EOG090X04K8	Duplicated	GEYB01003041.1	561.5	444
EOG090X04K8	Duplicated	GEYB01003044.1	544.0	404
EOG090X04K8	Duplicated	GEYB01003045.1	544.0	404
EOG090X04KD	Duplicated	GEYB01080509.1	596.9	383
EOG090X04KD	Duplicated	GEYB01080510.1	528.8	365
EOG090X04KW	Duplicated	GEYB01042627.1	354.3	342
EOG090X04KW	Duplicated	GEYB01042628.1	354.0	342
EOG090X04KW	Duplicated	GEYB01042629.1	354.1	342
EOG090X04L0	Complete	GEYB01024643.1	132.0	218
EOG090X04L5	Complete	GEYB01138463.1	425.4	267
EOG090X04LA	Duplicated	GEYB01097833.1	591.2	377
EOG090X04LA	Duplicated	GEYB01097834.1	590.3	377
EOG090X04LA	Duplicated	GEYB01097836.1	567.7	395
EOG090X04LH	Complete	GEYB01080133.1	486.2	460
EOG090X04MD	Complete	GEYB01007683.1	295.0	399
EOG090X04NF	Complete	GEYB01098720.1	448.9	437
EOG090X04NQ	Duplicated	GEYB01091769.1	580.4	394
EOG090X04NQ	Duplicated	GEYB01091770.1	590.4	357
EOG090X04O4	Complete	GEYB01105139.1	606.6	481
EOG090X04OZ	Complete	GEYB01002514.1	719.0	361
EOG090X04PU	Duplicated	GEYB01102475.1	708.8	373
EOG090X04PU	Duplicated	GEYB01102476.1	708.6	373
EOG090X04PU	Duplicated	GEYB01102477.1	708.7	373
EOG090X04TT	Complete	GEYB01102241.1	516.9	324
EOG090X04TU	Complete	GEYB01012183.1	561.0	377
EOG090X04U5	Duplicated	GEYB01126018.1	629.8	492
EOG090X04U5	Duplicated	GEYB01126025.1	629.7	492
EOG090X04U5	Duplicated	GEYB01126027.1	629.4	492
