# BUSCO version is: 3.1.0 
# The lineage dataset is: arthropoda_odb9 (Creation date: 2017-02-07, number of species: 60, number of BUSCOs: 1066)
# To reproduce this run: python /usr/bin/run_BUSCO.py -i /cl_tmp/hahnc/Oribatid/genes/Steganacarus_magnus/ASSEMBLY_EVALUATION/S_magnus.fasta -o S_magnus.S_magnus.GEYQ01.1 -l /usr/people/EDVZ/hahnc/BUSCOS/arthropoda_odb9/ -m transcriptome -c 8 --long
#
# Busco id	Status	Sequence	Score	Length
EOG090X00GO	Duplicated	gb-GEYQ01015245.1-	2219.6	1030
EOG090X00GO	Duplicated	gb-GEYQ01015246.1-	2219.7	1030
EOG090X00HD	Complete	gb-GEYQ01020691.1-	1465.0	960
EOG090X00HY	Complete	gb-GEYQ01003643.1-	1516.9	961
EOG090X00I4	Complete	gb-GEYQ01021586.1-	874.8	724
EOG090X00J5	Duplicated	gb-GEYQ01019042.1-	1464.9	912
EOG090X00J5	Duplicated	gb-GEYQ01019045.1-	1531.1	944
EOG090X00JH	Duplicated	gb-GEYQ01028649.1-	543.6	367
EOG090X00JH	Duplicated	gb-GEYQ01028650.1-	543.0	349
EOG090X00JH	Duplicated	gb-GEYQ01028651.1-	547.4	312
EOG090X00LI	Complete	gb-GEYQ01009702.1-	1745.0	941
EOG090X00M6	Complete	gb-GEYQ01000766.1-	1472.4	983
EOG090X00MP	Duplicated	gb-GEYQ01041055.1-	860.1	528
EOG090X00MP	Duplicated	gb-GEYQ01041056.1-	850.7	506
EOG090X00MP	Duplicated	gb-GEYQ01041058.1-	860.5	528
EOG090X00NX	Complete	gb-GEYQ01073197.1-	426.8	250
EOG090X00PD	Duplicated	gb-GEYQ01027797.1-	487.3	851
EOG090X00PD	Duplicated	gb-GEYQ01027798.1-	468.2	795
EOG090X00QE	Complete	gb-GEYQ01025543.1-	633.3	347
EOG090X00QS	Duplicated	gb-GEYQ01019557.1-	692.8	604
EOG090X00QS	Duplicated	gb-GEYQ01019559.1-	692.5	584
EOG090X00RF	Duplicated	gb-GEYQ01038433.1-	1200.9	1147
EOG090X00RF	Duplicated	gb-GEYQ01038434.1-	1177.6	1178
EOG090X00RF	Duplicated	gb-GEYQ01038435.1-	1177.5	1178
EOG090X00RJ	Complete	gb-GEYQ01035055.1-	1624.4	865
EOG090X00SQ	Complete	gb-GEYQ01009706.1-	649.0	547
EOG090X00ST	Duplicated	gb-GEYQ01013601.1-	978.6	690
EOG090X00ST	Duplicated	gb-GEYQ01013602.1-	998.6	710
EOG090X00ST	Duplicated	gb-GEYQ01017112.1-	926.0	661
EOG090X00TB	Duplicated	gb-GEYQ01038684.1-	1150.7	1366
EOG090X00TB	Duplicated	gb-GEYQ01038686.1-	1149.9	1370
EOG090X00TB	Duplicated	gb-GEYQ01038687.1-	1145.1	1367
EOG090X00U2	Complete	gb-GEYQ01005735.1-	408.7	391
EOG090X00U8	Duplicated	gb-GEYQ01037596.1-	1466.7	991
EOG090X00U8	Duplicated	gb-GEYQ01037597.1-	1492.3	982
EOG090X00V6	Duplicated	gb-GEYQ01013800.1-	1710.1	865
EOG090X00V6	Duplicated	gb-GEYQ01013801.1-	1710.3	865
EOG090X00V6	Duplicated	gb-GEYQ01013802.1-	1710.0	865
EOG090X00VK	Missing
EOG090X00WU	Complete	gb-GEYQ01029099.1-	976.2	645
EOG090X00X3	Complete	gb-GEYQ01012773.1-	1097.8	771
EOG090X0109	Duplicated	gb-GEYQ01013440.1-	1444.9	756
EOG090X0109	Duplicated	gb-GEYQ01013441.1-	1324.2	684
EOG090X010S	Duplicated	gb-GEYQ01021402.1-	1492.8	1289
EOG090X010S	Duplicated	gb-GEYQ01021404.1-	1439.3	1244
EOG090X010S	Duplicated	gb-GEYQ01021407.1-	1493.2	1291
EOG090X0131	Duplicated	gb-GEYQ01009708.1-	585.6	560
EOG090X0131	Duplicated	gb-GEYQ01009709.1-	636.5	641
EOG090X013U	Complete	gb-GEYQ01014845.1-	270.6	455
EOG090X0141	Duplicated	gb-GEYQ01012815.1-	467.3	269
EOG090X0141	Duplicated	gb-GEYQ01012816.1-	467.1	269
EOG090X0143	Complete	gb-GEYQ01028430.1-	699.2	506
EOG090X014A	Duplicated	gb-GEYQ01021011.1-	1295.8	755
EOG090X014A	Duplicated	gb-GEYQ01021012.1-	1266.5	727
EOG090X014D	Complete	gb-GEYQ01008563.1-	187.3	743
EOG090X014G	Complete	gb-GEYQ01009909.1-	1402.7	826
EOG090X0154	Complete	gb-GEYQ01018618.1-	1083.3	866
EOG090X015P	Duplicated	gb-GEYQ01035909.1-	909.0	665
EOG090X015P	Duplicated	gb-GEYQ01035910.1-	909.1	665
EOG090X017M	Duplicated	gb-GEYQ01040096.1-	538.8	646
EOG090X017M	Duplicated	gb-GEYQ01040097.1-	538.8	646
EOG090X017N	Complete	gb-GEYQ01022581.1-	189.2	401
EOG090X017X	Duplicated	gb-GEYQ01018838.1-	1394.8	785
EOG090X017X	Duplicated	gb-GEYQ01018839.1-	1394.9	785
EOG090X0181	Complete	gb-GEYQ01027532.1-	965.7	671
EOG090X018J	Complete	gb-GEYQ01008014.1-	647.5	484
EOG090X019S	Complete	gb-GEYQ01037531.1-	214.7	448
EOG090X01A3	Complete	gb-GEYQ01022813.1-	921.9	625
EOG090X01AN	Duplicated	gb-GEYQ01028511.1-	544.9	433
EOG090X01AN	Duplicated	gb-GEYQ01028514.1-	578.7	479
EOG090X01AN	Duplicated	gb-GEYQ01028515.1-	507.1	411
EOG090X01B4	Duplicated	gb-GEYQ01007391.1-	1188.6	664
EOG090X01B4	Duplicated	gb-GEYQ01007392.1-	1188.9	664
EOG090X01BP	Complete	gb-GEYQ01024441.1-	215.1	199
EOG090X01BU	Complete	gb-GEYQ01028804.1-	732.6	694
EOG090X01EL	Duplicated	gb-GEYQ01022837.1-	1002.3	640
EOG090X01EL	Duplicated	gb-GEYQ01022838.1-	1003.0	653
EOG090X01EZ	Complete	gb-GEYQ01034191.1-	1106.9	644
EOG090X01F7	Complete	gb-GEYQ01003412.1-	700.2	662
EOG090X01FD	Complete	gb-GEYQ01039260.1-	720.5	750
EOG090X01FO	Duplicated	gb-GEYQ01071604.1-	1395.6	739
EOG090X01FO	Duplicated	gb-GEYQ01071605.1-	1395.6	739
EOG090X01G2	Complete	gb-GEYQ01010371.1-	978.3	619
EOG090X01H4	Fragmented	gb-GEYQ01021130.1-	214.7	290
EOG090X01HT	Complete	gb-GEYQ01040240.1-	1063.1	641
EOG090X01LO	Duplicated	gb-GEYQ01025994.1-	479.9	286
EOG090X01LO	Duplicated	gb-GEYQ01025995.1-	479.9	286
EOG090X01LO	Duplicated	gb-GEYQ01025996.1-	479.4	286
EOG090X01LQ	Duplicated	gb-GEYQ01027848.1-	254.1	204
EOG090X01LQ	Duplicated	gb-GEYQ01027849.1-	237.6	204
EOG090X01LU	Duplicated	gb-GEYQ01030609.1-	1174.3	589
EOG090X01LU	Duplicated	gb-GEYQ01030611.1-	1208.4	610
EOG090X01LU	Duplicated	gb-GEYQ01030612.1-	1208.1	610
EOG090X01LY	Complete	gb-GEYQ01010022.1-	643.9	464
EOG090X01MR	Complete	gb-GEYQ01022752.1-	456.9	595
EOG090X01NK	Duplicated	gb-GEYQ01023626.1-	960.3	688
EOG090X01NK	Duplicated	gb-GEYQ01023627.1-	964.6	688
EOG090X01NX	Complete	gb-GEYQ01025772.1-	1220.0	706
EOG090X01OH	Complete	gb-GEYQ01023330.1-	413.7	238
EOG090X01OT	Complete	gb-GEYQ01010035.1-	466.0	272
EOG090X01QS	Complete	gb-GEYQ01009935.1-	460.1	385
EOG090X01QX	Duplicated	gb-GEYQ01014584.1-	151.5	99
EOG090X01QX	Duplicated	gb-GEYQ01014585.1-	151.9	99
EOG090X01R0	Complete	gb-GEYQ01028904.1-	198.7	456
EOG090X01R1	Duplicated	gb-GEYQ01022316.1-	865.5	524
EOG090X01R1	Duplicated	gb-GEYQ01022317.1-	864.8	524
EOG090X01SN	Duplicated	gb-GEYQ01029285.1-	770.6	516
EOG090X01SN	Duplicated	gb-GEYQ01029286.1-	761.1	571
EOG090X01SN	Duplicated	gb-GEYQ01029287.1-	697.2	561
EOG090X01U4	Duplicated	gb-GEYQ01027064.1-	904.1	589
EOG090X01U4	Duplicated	gb-GEYQ01027067.1-	904.1	589
EOG090X01UE	Duplicated	gb-GEYQ01029744.1-	883.1	529
EOG090X01UE	Duplicated	gb-GEYQ01029745.1-	893.8	529
EOG090X01UY	Complete	gb-GEYQ01018394.1-	608.0	422
EOG090X01V1	Complete	gb-GEYQ01010176.1-	979.1	577
EOG090X01W2	Duplicated	gb-GEYQ01029445.1-	666.8	440
EOG090X01W2	Duplicated	gb-GEYQ01029447.1-	666.9	440
EOG090X01W2	Duplicated	gb-GEYQ01029448.1-	666.8	440
EOG090X01XB	Complete	gb-GEYQ01019440.1-	233.7	359
EOG090X01YQ	Complete	gb-GEYQ01012255.1-	874.7	586
EOG090X0205	Duplicated	gb-GEYQ01016218.1-	679.1	413
EOG090X0205	Duplicated	gb-GEYQ01016224.1-	679.4	413
EOG090X020Y	Duplicated	gb-GEYQ01005746.1-	248.7	141
EOG090X020Y	Duplicated	gb-GEYQ01005747.1-	247.8	141
EOG090X020Y	Duplicated	gb-GEYQ01005749.1-	248.4	141
EOG090X020Z	Complete	gb-GEYQ01017228.1-	314.0	220
EOG090X021B	Complete	gb-GEYQ01018221.1-	412.7	456
EOG090X023B	Duplicated	gb-GEYQ01040235.1-	600.3	628
EOG090X023B	Duplicated	gb-GEYQ01040236.1-	591.6	563
EOG090X023B	Duplicated	gb-GEYQ01040237.1-	583.7	606
EOG090X024P	Duplicated	gb-GEYQ01021584.1-	827.9	643
EOG090X024P	Duplicated	gb-GEYQ01021585.1-	828.0	643
EOG090X0266	Complete	gb-GEYQ01068006.1-	144.4	406
EOG090X0267	Complete	gb-GEYQ01003755.1-	433.4	394
EOG090X026K	Complete	gb-GEYQ01071912.1-	782.3	464
EOG090X026V	Complete	gb-GEYQ01033879.1-	204.4	346
EOG090X0272	Duplicated	gb-GEYQ01025670.1-	537.0	400
EOG090X0272	Duplicated	gb-GEYQ01025673.1-	536.9	400
EOG090X0279	Duplicated	gb-GEYQ01024171.1-	426.8	257
EOG090X0279	Duplicated	gb-GEYQ01024171.1-	464.7	271
EOG090X027A	Duplicated	gb-GEYQ01027074.1-	662.9	614
EOG090X027A	Duplicated	gb-GEYQ01027076.1-	644.3	594
EOG090X027R	Duplicated	gb-GEYQ01001228.1-	922.6	554
EOG090X027R	Duplicated	gb-GEYQ01001229.1-	922.2	554
EOG090X027U	Duplicated	gb-GEYQ01014600.1-	347.7	353
EOG090X027U	Duplicated	gb-GEYQ01014601.1-	348.2	353
EOG090X027U	Duplicated	gb-GEYQ01014602.1-	347.3	353
EOG090X0289	Complete	gb-GEYQ01015293.1-	499.7	504
EOG090X028A	Complete	gb-GEYQ01007841.1-	559.0	472
EOG090X028B	Complete	gb-GEYQ01001195.1-	326.0	401
EOG090X028J	Complete	gb-GEYQ01069320.1-	452.3	375
EOG090X0294	Complete	gb-GEYQ01022331.1-	1091.1	633
EOG090X0296	Complete	gb-GEYQ01024349.1-	692.8	416
EOG090X02BU	Complete	gb-GEYQ01007892.1-	815.5	509
EOG090X02BW	Complete	gb-GEYQ01028814.1-	646.1	552
EOG090X02C6	Complete	gb-GEYQ01006869.1-	669.7	506
EOG090X02CC	Complete	gb-GEYQ01006947.1-	945.1	642
EOG090X02D0	Complete	gb-GEYQ01018862.1-	100.0	119
EOG090X02DA	Duplicated	gb-GEYQ01038243.1-	741.6	586
EOG090X02DA	Duplicated	gb-GEYQ01038245.1-	741.9	582
EOG090X02DA	Duplicated	gb-GEYQ01038246.1-	741.9	582
EOG090X02DF	Complete	gb-GEYQ01010790.1-	973.3	490
EOG090X02DX	Duplicated	gb-GEYQ01013286.1-	589.6	364
EOG090X02DX	Duplicated	gb-GEYQ01013287.1-	592.2	401
EOG090X02DX	Duplicated	gb-GEYQ01013288.1-	589.2	364
EOG090X02DZ	Complete	gb-GEYQ01015530.1-	879.5	618
EOG090X02EM	Complete	gb-GEYQ01034345.1-	557.4	624
EOG090X02EP	Complete	gb-GEYQ01009289.1-	848.5	525
EOG090X02FO	Complete	gb-GEYQ01017885.1-	758.5	445
EOG090X02G1	Complete	gb-GEYQ01073266.1-	797.0	652
EOG090X02H3	Duplicated	gb-GEYQ01023498.1-	133.9	236
EOG090X02H3	Duplicated	gb-GEYQ01023499.1-	133.8	236
EOG090X02H3	Duplicated	gb-GEYQ01023501.1-	133.7	236
EOG090X02H9	Duplicated	gb-GEYQ01034456.1-	727.3	697
EOG090X02H9	Duplicated	gb-GEYQ01034459.1-	730.6	697
EOG090X02HV	Complete	gb-GEYQ01008655.1-	639.3	657
EOG090X02I4	Complete	gb-GEYQ01017711.1-	667.5	408
EOG090X02IK	Complete	gb-GEYQ01021242.1-	463.1	360
EOG090X02IW	Duplicated	gb-GEYQ01009910.1-	282.9	234
EOG090X02IW	Duplicated	gb-GEYQ01009912.1-	285.9	235
EOG090X02IW	Duplicated	gb-GEYQ01009913.1-	286.5	235
EOG090X02IY	Fragmented	gb-GEYQ01071111.1-	272.2	204
EOG090X02J8	Fragmented	gb-GEYQ01023999.1-	29.4	104
EOG090X02LG	Missing
EOG090X02LQ	Complete	gb-GEYQ01007367.1-	797.1	549
EOG090X02LT	Duplicated	gb-GEYQ01010352.1-	487.4	446
EOG090X02LT	Duplicated	gb-GEYQ01010353.1-	463.6	424
EOG090X02MG	Complete	gb-GEYQ01007038.1-	465.4	465
EOG090X02MW	Complete	gb-GEYQ01013654.1-	360.0	426
EOG090X02NT	Duplicated	gb-GEYQ01017749.1-	711.1	463
EOG090X02NT	Duplicated	gb-GEYQ01017750.1-	711.0	463
EOG090X02PU	Duplicated	gb-GEYQ01031079.1-	850.1	529
EOG090X02PU	Duplicated	gb-GEYQ01031079.1-	850.1	529
EOG090X02QS	Complete	gb-GEYQ01018282.1-	810.7	492
EOG090X02QX	Complete	gb-GEYQ01020190.1-	821.9	561
EOG090X02RM	Complete	gb-GEYQ01003403.1-	290.0	288
EOG090X02RQ	Complete	gb-GEYQ01069878.1-	789.9	454
EOG090X02S0	Complete	gb-GEYQ01010595.1-	645.8	622
EOG090X02SD	Complete	gb-GEYQ01038934.1-	510.1	530
EOG090X02SJ	Duplicated	gb-GEYQ01023107.1-	564.8	603
EOG090X02SJ	Duplicated	gb-GEYQ01023108.1-	564.0	603
EOG090X02T5	Complete	gb-GEYQ01004391.1-	822.1	432
EOG090X02VY	Complete	gb-GEYQ01013557.1-	681.4	633
EOG090X02WG	Complete	gb-GEYQ01012346.1-	753.2	657
EOG090X02Z1	Complete	gb-GEYQ01023992.1-	784.7	620
EOG090X02ZJ	Duplicated	gb-GEYQ01014384.1-	265.9	226
EOG090X02ZJ	Duplicated	gb-GEYQ01014385.1-	265.9	226
EOG090X0302	Complete	gb-GEYQ01047117.1-	549.8	333
EOG090X030C	Complete	gb-GEYQ01021954.1-	716.9	566
EOG090X030S	Complete	gb-GEYQ01026050.1-	858.9	500
EOG090X0318	Complete	gb-GEYQ01020708.1-	585.0	411
EOG090X031T	Duplicated	gb-GEYQ01020455.1-	490.1	351
EOG090X031T	Duplicated	gb-GEYQ01020456.1-	492.2	366
EOG090X031T	Duplicated	gb-GEYQ01020457.1-	515.3	375
EOG090X0324	Duplicated	gb-GEYQ01021027.1-	459.3	377
EOG090X0324	Duplicated	gb-GEYQ01021028.1-	471.4	398
EOG090X0324	Duplicated	gb-GEYQ01021029.1-	472.2	398
EOG090X032C	Complete	gb-GEYQ01022142.1-	668.3	499
EOG090X032R	Duplicated	gb-GEYQ01021946.1-	647.5	452
EOG090X032R	Duplicated	gb-GEYQ01021947.1-	646.5	420
EOG090X033I	Complete	gb-GEYQ01007880.1-	848.8	487
EOG090X033O	Duplicated	gb-GEYQ01009915.1-	574.7	388
EOG090X033O	Duplicated	gb-GEYQ01009917.1-	574.6	388
EOG090X0363	Duplicated	gb-GEYQ01067670.1-	771.9	492
EOG090X0363	Duplicated	gb-GEYQ01067671.1-	771.9	492
EOG090X0364	Complete	gb-GEYQ01070352.1-	575.5	429
EOG090X036X	Duplicated	gb-GEYQ01019720.1-	519.6	379
EOG090X036X	Duplicated	gb-GEYQ01019722.1-	529.4	387
EOG090X037B	Complete	gb-GEYQ01073083.1-	265.8	287
EOG090X037N	Complete	gb-GEYQ01008755.1-	569.3	452
EOG090X0398	Duplicated	gb-GEYQ01008034.1-	211.9	175
EOG090X0398	Duplicated	gb-GEYQ01008035.1-	211.8	175
EOG090X03A4	Complete	gb-GEYQ01005812.1-	406.2	351
EOG090X03AJ	Complete	gb-GEYQ01020623.1-	436.5	325
EOG090X03AK	Complete	gb-GEYQ01021131.1-	804.3	489
EOG090X03B0	Duplicated	gb-GEYQ01000874.1-	698.4	425
EOG090X03B0	Duplicated	gb-GEYQ01000877.1-	644.5	381
EOG090X03B7	Duplicated	gb-GEYQ01006907.1-	684.4	531
EOG090X03B7	Duplicated	gb-GEYQ01006908.1-	684.6	531
EOG090X03CE	Complete	gb-GEYQ01073317.1-	580.6	464
EOG090X03DA	Complete	gb-GEYQ01073593.1-	926.6	445
EOG090X03DI	Complete	gb-GEYQ01014802.1-	749.3	712
EOG090X03EV	Duplicated	gb-GEYQ01024898.1-	427.5	363
EOG090X03EV	Duplicated	gb-GEYQ01024899.1-	427.2	363
EOG090X03FQ	Complete	gb-GEYQ01018997.1-	234.7	390
EOG090X03G1	Complete	gb-GEYQ01004862.1-	658.9	418
EOG090X03G5	Complete	gb-GEYQ01004464.1-	338.2	255
EOG090X03GO	Complete	gb-GEYQ01004549.1-	801.5	648
EOG090X03H5	Duplicated	gb-GEYQ01044762.1-	452.3	341
EOG090X03H5	Duplicated	gb-GEYQ01044763.1-	452.3	341
EOG090X03H5	Duplicated	gb-GEYQ01044765.1-	451.4	341
EOG090X03I5	Duplicated	gb-GEYQ01031214.1-	432.9	453
EOG090X03I5	Duplicated	gb-GEYQ01031215.1-	388.0	456
EOG090X03I5	Duplicated	gb-GEYQ01031216.1-	390.9	454
EOG090X03JL	Duplicated	gb-GEYQ01004495.1-	743.0	446
EOG090X03JL	Duplicated	gb-GEYQ01004495.1-	743.1	446
EOG090X03K5	Duplicated	gb-GEYQ01011093.1-	501.3	308
EOG090X03K5	Duplicated	gb-GEYQ01011096.1-	500.3	309
EOG090X03K5	Duplicated	gb-GEYQ01011098.1-	499.3	309
EOG090X03KG	Complete	gb-GEYQ01022608.1-	260.7	358
EOG090X03KK	Complete	gb-GEYQ01032027.1-	434.1	384
EOG090X03KZ	Complete	gb-GEYQ01020454.1-	326.8	528
EOG090X03LH	Complete	gb-GEYQ01072995.1-	417.6	255
EOG090X03M6	Complete	gb-GEYQ01036260.1-	830.8	459
EOG090X03NS	Complete	gb-GEYQ01013384.1-	468.1	287
EOG090X03O4	Duplicated	gb-GEYQ01022079.1-	831.7	447
EOG090X03O4	Duplicated	gb-GEYQ01022080.1-	845.9	421
EOG090X03P9	Complete	gb-GEYQ01070226.1-	267.0	473
EOG090X03QA	Complete	gb-GEYQ01067695.1-	576.1	380
EOG090X03QF	Duplicated	gb-GEYQ01012800.1-	381.9	339
EOG090X03QF	Duplicated	gb-GEYQ01012801.1-	381.9	339
EOG090X03QT	Complete	gb-GEYQ01009430.1-	757.9	510
EOG090X03QW	Complete	gb-GEYQ01003870.1-	654.8	380
EOG090X03R5	Duplicated	gb-GEYQ01013829.1-	839.5	459
EOG090X03R5	Duplicated	gb-GEYQ01013831.1-	839.6	459
EOG090X03R5	Duplicated	gb-GEYQ01013832.1-	839.5	459
EOG090X03RD	Duplicated	gb-GEYQ01007947.1-	647.1	416
EOG090X03RD	Duplicated	gb-GEYQ01007948.1-	627.4	419
EOG090X03RJ	Complete	gb-GEYQ01028862.1-	661.7	408
EOG090X03RP	Duplicated	gb-GEYQ01041452.1-	636.9	342
EOG090X03RP	Duplicated	gb-GEYQ01041454.1-	637.4	316
EOG090X03RP	Duplicated	gb-GEYQ01041455.1-	636.9	342
EOG090X03S1	Complete	gb-GEYQ01070146.1-	782.5	435
EOG090X03SL	Duplicated	gb-GEYQ01016746.1-	786.3	490
EOG090X03SL	Duplicated	gb-GEYQ01016747.1-	759.6	463
EOG090X03SL	Duplicated	gb-GEYQ01016748.1-	691.9	440
EOG090X03ST	Complete	gb-GEYQ01007756.1-	434.2	398
EOG090X03SX	Complete	gb-GEYQ01030013.1-	443.5	496
EOG090X03T7	Duplicated	gb-GEYQ01028416.1-	379.2	453
EOG090X03T7	Duplicated	gb-GEYQ01028420.1-	379.2	453
EOG090X03T7	Duplicated	gb-GEYQ01028423.1-	379.4	418
EOG090X03TK	Complete	gb-GEYQ01020891.1-	623.6	356
EOG090X03TW	Complete	gb-GEYQ01032441.1-	248.0	353
EOG090X03TX	Complete	gb-GEYQ01016607.1-	504.6	513
EOG090X03U0	Complete	gb-GEYQ01008142.1-	861.0	476
EOG090X03UT	Duplicated	gb-GEYQ01020330.1-	678.1	392
EOG090X03UT	Duplicated	gb-GEYQ01020331.1-	678.2	392
EOG090X03V0	Duplicated	gb-GEYQ01015649.1-	625.7	552
EOG090X03V0	Duplicated	gb-GEYQ01015651.1-	571.0	526
EOG090X03V0	Duplicated	gb-GEYQ01015653.1-	648.9	548
EOG090X03VW	Complete	gb-GEYQ01055482.1-	901.6	461
EOG090X03WO	Duplicated	gb-GEYQ01003284.1-	365.9	234
EOG090X03WO	Duplicated	gb-GEYQ01003285.1-	390.2	275
EOG090X03YC	Complete	gb-GEYQ01033210.1-	129.3	194
EOG090X03YJ	Complete	gb-GEYQ01008031.1-	359.0	257
EOG090X03YR	Duplicated	gb-GEYQ01012853.1-	188.6	179
EOG090X03YR	Duplicated	gb-GEYQ01012853.1-	193.8	183
EOG090X03YR	Duplicated	gb-GEYQ01012855.1-	195.8	183
EOG090X03YR	Duplicated	gb-GEYQ01012856.1-	196.5	183
EOG090X03ZI	Duplicated	gb-GEYQ01003409.1-	738.5	434
EOG090X03ZI	Duplicated	gb-GEYQ01003410.1-	738.9	434
EOG090X0424	Complete	gb-GEYQ01030393.1-	339.9	228
EOG090X0431	Duplicated	gb-GEYQ01025317.1-	335.2	229
EOG090X0431	Duplicated	gb-GEYQ01025318.1-	335.1	229
EOG090X0438	Complete	gb-GEYQ01034834.1-	520.9	379
EOG090X0439	Missing
EOG090X043F	Complete	gb-GEYQ01029689.1-	508.1	417
EOG090X043H	Duplicated	gb-GEYQ01041132.1-	475.5	540
EOG090X043H	Duplicated	gb-GEYQ01041136.1-	475.6	541
EOG090X043H	Duplicated	gb-GEYQ01041142.1-	409.1	468
EOG090X044C	Complete	gb-GEYQ01007441.1-	603.1	379
EOG090X0464	Missing
EOG090X047B	Complete	gb-GEYQ01032304.1-	527.7	390
EOG090X047D	Complete	gb-GEYQ01017416.1-	543.5	506
EOG090X0484	Duplicated	gb-GEYQ01011890.1-	350.0	252
EOG090X0484	Duplicated	gb-GEYQ01011891.1-	349.3	246
EOG090X0489	Complete	gb-GEYQ01000760.1-	759.5	437
EOG090X048D	Complete	gb-GEYQ01073701.1-	470.9	370
EOG090X0491	Complete	gb-GEYQ01014128.1-	602.1	370
EOG090X049L	Duplicated	gb-GEYQ01032684.1-	667.9	592
EOG090X049L	Duplicated	gb-GEYQ01032685.1-	667.8	592
EOG090X049M	Complete	gb-GEYQ01007476.1-	764.3	642
EOG090X04A7	Duplicated	gb-GEYQ01020592.1-	585.8	414
EOG090X04A7	Duplicated	gb-GEYQ01020593.1-	676.3	457
EOG090X04A7	Duplicated	gb-GEYQ01020595.1-	679.4	465
EOG090X04AR	Duplicated	gb-GEYQ01019425.1-	498.1	307
EOG090X04AR	Duplicated	gb-GEYQ01019427.1-	498.2	307
EOG090X04AR	Duplicated	gb-GEYQ01019429.1-	499.1	308
EOG090X04CK	Complete	gb-GEYQ01011827.1-	335.7	285
EOG090X04D9	Duplicated	gb-GEYQ01029804.1-	548.3	502
EOG090X04D9	Duplicated	gb-GEYQ01029810.1-	548.1	502
EOG090X04D9	Duplicated	gb-GEYQ01029815.1-	480.5	419
EOG090X04DJ	Complete	gb-GEYQ01018441.1-	361.1	251
EOG090X04DO	Duplicated	gb-GEYQ01015475.1-	747.2	381
EOG090X04DO	Duplicated	gb-GEYQ01015478.1-	747.0	381
EOG090X04DO	Duplicated	gb-GEYQ01015479.1-	747.5	381
EOG090X04EN	Duplicated	gb-GEYQ01010597.1-	432.8	281
EOG090X04EN	Duplicated	gb-GEYQ01010598.1-	432.9	279
EOG090X04F1	Complete	gb-GEYQ01041358.1-	185.2	257
EOG090X04G3	Complete	gb-GEYQ01015009.1-	157.2	186
EOG090X04G6	Duplicated	gb-GEYQ01023702.1-	673.7	400
EOG090X04G6	Duplicated	gb-GEYQ01023703.1-	614.4	373
EOG090X04G7	Complete	gb-GEYQ01005042.1-	400.9	443
EOG090X04G9	Duplicated	gb-GEYQ01000630.1-	113.7	183
EOG090X04G9	Duplicated	gb-GEYQ01000631.1-	113.7	183
EOG090X04HR	Complete	gb-GEYQ01070366.1-	581.5	368
EOG090X04HX	Complete	gb-GEYQ01026270.1-	790.3	468
EOG090X04IO	Missing
EOG090X04JL	Complete	gb-GEYQ01012784.1-	183.1	209
EOG090X04K8	Duplicated	gb-GEYQ01025558.1-	562.5	406
EOG090X04K8	Duplicated	gb-GEYQ01025559.1-	563.9	403
EOG090X04K8	Duplicated	gb-GEYQ01025560.1-	563.6	403
EOG090X04KD	Complete	gb-GEYQ01021306.1-	573.5	383
